@relation art43-weka.filters.unsupervised.attribute.NumericToNominal-R9

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute class {0,1,2,3}

@data
-0.434792,2.215324,-0.807748,-0.911973,-1.856199,-1.842327,-0.40151,-0.023763,0
0.597901,-0.246828,1.26707,0.129723,-0.526992,0.694592,2.820502,-0.084011,3
-1.427302,1.267296,2.349774,0.135941,-2.582385,-2.198717,1.510088,-0.027167,3
-2.327102,-0.93207,-1.550684,-1.233705,-3.007666,-3.424331,0.616196,0.951471,0
0.967766,-0.90822,-1.645265,1.887937,2.523448,-1.5311,-1.921703,0.047525,2
-0.30874,-1.341718,2.275302,-0.756324,-0.084045,1.742594,1.279301,-1.070082,3
1.864514,-0.627439,-2.123107,1.280192,0.024453,-0.788091,-2.658342,0.646972,2
-0.912592,-0.671222,0.505246,-3.334724,-1.051012,-3.645737,0.655448,2.006123,3
1.364957,-0.507965,-0.852444,-0.978361,1.437664,1.951332,-0.033211,-0.213905,1
-0.21707,-5.497751,-2.70694,-0.101097,4.221997,-0.417073,-1.495885,0.065423,2
-1.050222,0.215763,-3.260007,0.064598,-1.87544,-2.80431,0.587201,-0.704155,0
4.304256,1.725289,-2.695527,0.911315,0.447169,-0.032752,-1.840492,-0.367645,1
1.608183,0.057632,-0.70084,-2.045755,-1.117707,1.544422,-0.393531,2.593881,1
-0.717029,0.812352,-0.723745,-0.500277,-3.018765,-1.881857,0.19216,0.184789,0
1.304994,1.758893,-0.09881,3.240496,-1.221733,-0.640442,-0.246422,-0.659266,1
1.124298,0.402031,-0.297726,3.24764,-1.707854,-1.693871,-0.027332,-0.527512,1
2.087685,1.255184,-0.5903,2.967157,-2.366157,1.061794,-1.019333,-0.573874,1
0.075617,0.814333,-1.002661,2.347891,-3.061659,-0.207489,-0.871718,1.317222,1
-0.634307,0.78223,-1.441062,1.305501,1.663226,-0.67111,0.132382,1.201199,2
-0.714042,-1.415946,-3.277275,-0.846614,-1.565014,-1.025075,0.639846,0.014898,2
0.671513,-2.808348,-2.889326,-1.567887,0.775692,-2.692348,0.999748,-0.598644,2
0.477118,0.753956,-1.230703,1.24898,0.323002,0.202945,-0.467944,0.362381,1
-1.360451,-2.055233,2.494453,-1.906604,2.90278,1.101916,0.731472,-1.234169,3
-0.113595,-4.688397,-2.266106,0.881505,1.16065,-0.621669,-2.638787,-0.202362,2
2.537676,0.417318,-1.68103,-1.209118,-0.916254,-0.220115,-1.04418,0.826325,1
-0.741978,0.087181,-0.902873,-1.157745,2.197593,-0.364413,1.724007,-3.709957,0
-1.30444,-3.428506,-1.998166,-3.518752,1.534893,-4.542909,-1.04123,-1.118145,3
-0.224279,0.706897,-2.848719,0.365197,-4.647809,-1.368924,-1.479284,2.72097,0
-0.61873,0.438519,-2.370216,-1.154102,0.923892,-1.526927,0.123541,-1.687585,0
-1.677892,-2.143803,1.23472,-1.263533,-0.462452,0.701399,-0.040741,-1.605685,3
-2.80364,-1.107363,0.050871,1.746103,-0.31285,0.140594,-0.454787,0.100152,2
0.97257,-1.271388,-2.745988,0.321914,0.668874,0.640343,0.130831,-1.749441,0
-1.163727,-3.977381,-0.762706,0.330788,2.367639,-0.304887,0.339895,0.822507,2
-1.138814,-2.924074,0.085989,-0.918354,0.86289,0.459441,2.600794,-4.095572,0
-2.786016,0.227072,2.115652,0.12712,-2.218791,-1.760013,0.860156,-2.275569,3
-2.307682,0.711998,3.030849,-1.348665,-1.282988,0.638274,-0.357192,0.10176,3
-2.236617,0.854082,-1.234018,-2.755722,2.58526,-1.853053,-0.47996,-1.105781,0
0.6836,0.159254,-1.49924,-0.597516,-0.88487,0.916809,-2.192523,1.989523,1
1.2332,0.775901,-2.497565,-1.198622,-3.437965,0.117023,-2.249865,3.900351,1
-2.189868,-2.828037,-0.740771,-0.859765,-3.471707,-0.350363,-3.880575,4.457782,1
-0.340211,-1.969396,-1.756147,-0.52008,-0.490034,0.058031,1.131534,-1.751257,0
-0.318661,0.996609,-2.754154,0.117384,-1.001288,-0.997804,-3.503265,2.397394,1
2.108612,1.388202,-0.856591,-2.675963,-2.492949,-0.410518,1.729658,3.854188,1
-0.201047,-0.246537,1.727687,2.394717,0.290176,-0.499419,-1.448875,1.503478,2
3.084621,0.425367,-1.870988,-1.043648,-0.544567,-1.411239,-1.483902,1.843565,1
4.586694,0.643748,-1.915557,-1.964237,-1.696899,0.475003,-0.649768,1.53258,1
3.32768,0.794858,-0.128961,-1.040989,1.497115,2.66848,-0.054738,-1.980102,0
1.506258,-2.732703,-0.67857,1.943784,-1.342549,-1.471398,-4.44771,-0.348168,2
-0.15324,-0.844699,-0.997924,0.433591,-0.801651,-0.900682,-0.523373,0.294442,2
-1.767472,2.693056,-1.246132,2.375877,-1.466607,-4.5312,-1.42529,1.156587,1
4.681938,-0.238764,-0.150363,-0.290658,-0.537028,0.720702,-0.742523,-0.25703,1
0.240168,-2.553157,2.113228,-1.022068,-2.857548,-0.036602,3.530545,-2.159517,0
3.395861,-0.797059,-2.572248,0.917381,0.398068,-0.760092,-2.571939,1.477702,2
0.821154,-0.571523,2.164435,0.69604,-2.379595,-0.55057,2.688649,-0.628856,3
3.288181,-3.691582,-1.292849,1.040632,0.240574,3.093287,2.416228,-4.270816,0
2.087357,-0.878727,-2.579103,0.618986,1.065509,-2.412336,-2.178367,-0.252919,2
-0.262699,0.921032,0.538829,0.209752,-3.231088,-4.420194,-1.383807,2.683005,1
2.82043,0.483269,-0.109316,-0.392401,0.211165,-1.318173,-0.910506,1.30998,1
-0.648764,-1.452234,0.266842,-0.170868,-0.860985,-0.020368,1.67874,-2.465632,3
2.500664,-0.755602,-1.283639,3.155784,1.147418,1.283852,-4.303678,2.028116,2
-2.507907,-1.23447,-1.228175,-0.93547,-1.999235,-1.678323,0.943563,-0.231659,0
0.895462,-2.839326,-0.397608,-1.635238,1.453648,0.649578,1.703463,-0.867509,3
-0.934323,-0.216409,-1.051179,-1.379595,1.320241,-0.059017,0.484014,-2.311621,0
-0.628949,2.332703,4.766534,0.128652,-2.136588,-2.35377,2.103852,1.922519,3
-1.266719,-3.6091,-1.012605,-2.745681,0.420286,-1.930064,4.838352,1.135135,2
-0.59328,-1.888378,-0.224869,2.317919,2.977024,-0.466051,-2.907967,0.034131,2
-0.782721,-2.581317,0.08218,-2.654318,0.069673,-2.337706,0.213754,-0.858076,3
0.295581,1.561338,-1.58904,2.330039,-1.061962,-2.935923,-2.636224,1.662925,1
1.195076,-0.05104,-0.303169,-0.601375,-2.732795,0.052084,-0.516724,2.439879,1
-1.068629,0.340865,0.258597,1.944882,-3.437168,-0.910461,-0.710382,1.170269,1
-2.527964,-2.019258,0.900377,-2.414203,0.537945,-0.77883,1.77221,-2.166311,0
0.299322,0.174514,2.60624,-1.803579,-2.113429,-4.290798,3.364784,1.980776,3
-0.132818,1.786141,-3.509041,0.011686,-1.394317,-1.396237,-1.535197,0.527282,0
-1.557931,0.212234,1.196689,-0.65556,-2.154923,-1.874262,1.422482,-1.023622,3
-0.678283,-2.715748,-0.595982,-1.033741,-1.71037,0.255599,0.486358,-2.839807,3
