@relation art31-weka.filters.unsupervised.attribute.NumericToNominal-R6

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute class {0,1,2,3}

@data
-0.528385,0.535218,-0.363702,1.644157,2.917327,0
1.506161,0.903233,0.590269,0.113672,-0.728999,3
1.593732,-1.416714,1.488778,-1.2052,1.376019,3
0.027645,0.006869,-0.898293,-0.004934,2.482545,0
2.840825,-0.368016,1.612572,3.69691,-1.360717,2
1.90005,0.041229,0.954528,-0.208889,0.475715,3
-0.998072,1.611001,-0.992748,1.643157,0.08489,0
-3.576398,-1.715875,1.287323,-0.871133,2.651337,1
2.321404,0.528913,2.33643,-1.228993,-0.402174,3
1.08845,3.353931,2.476333,-2.017673,-2.922458,3
0.546194,1.677913,0.904458,-1.334851,-1.628581,3
-2.616508,-1.738873,1.36344,-2.004292,1.607508,1
-0.936715,-0.941516,0.375879,-0.222412,1.809926,2
-1.529968,1.94155,-0.433878,0.937533,-0.344246,0
4.054503,-1.314891,1.86341,2.559383,-1.324472,2
2.437623,-0.215819,1.727554,-0.181579,0.643495,3
-3.204525,-0.349308,-0.472575,0.525915,2.906789,1
2.210709,0.890609,2.687272,-1.567809,-0.412015,3
2.861168,-0.602819,0.01196,2.259706,-0.201096,2
-2.059979,-1.828498,1.640347,-2.035121,1.49366,1
-0.087544,-3.521319,2.453664,-0.025419,-0.391817,1
-1.906421,-1.196379,-0.97975,0.614346,1.132618,1
-2.127954,0.620247,-0.679313,-1.497263,2.146118,1
-1.916622,3.861388,1.83385,-4.183043,-4.621867,3
-0.743768,0.923557,-0.72947,1.708077,1.42438,0
1.89811,-2.955451,3.122486,-1.104633,1.379056,2
-0.422927,0.01385,0.382238,-2.04872,0.603794,1
0.927531,-0.268638,0.994288,-1.272745,0.257621,1
-2.170896,-0.310611,-0.031563,-0.702725,2.074887,1
-2.315655,2.590452,-1.501637,1.621104,-1.937044,0
-0.970064,-1.960987,1.405803,0.125328,0.926048,1
1.041855,-1.63622,0.588328,-0.326699,2.740327,2
-2.046784,-2.823519,1.471716,0.788624,1.305223,1
-2.273782,-1.257852,0.527122,-0.044018,1.769946,1
1.9292,-0.934735,1.178867,1.457715,-1.032143,2
0.841021,1.064776,2.163584,-1.438842,-1.396926,3
0.498397,0.962632,0.979409,-5.159929,-0.14273,1
1.70873,-1.535335,2.707489,1.271669,-0.016575,2
-1.215991,1.243415,-0.197609,2.438073,1.270092,0
1.738698,-1.55882,0.823374,-1.575629,-1.85139,1
0.270658,-0.65248,0.735891,1.052712,-0.173962,2
-0.296089,0.527232,0.517487,0.77383,3.87275,0
3.695437,-1.29415,1.683113,2.318373,-0.944622,2
2.396119,-1.154142,1.702023,1.838056,-1.480424,2
-1.200365,-1.828863,1.600755,0.195517,1.264923,1
0.908996,-0.304317,0.309849,2.249199,1.093359,2
1.453264,0.46465,2.000888,-1.135615,-0.938231,3
-1.430097,1.067614,-0.161058,2.303916,1.911063,0
-0.897759,-2.158653,0.653355,1.701064,0.526521,1
-2.796389,2.686707,-1.052912,1.351919,-1.1185,0
-0.459191,0.037179,-0.965696,0.577589,2.228114,0
-0.590352,-0.525495,0.824388,1.011402,1.212137,2
-0.375204,-0.664631,1.652802,1.213759,1.388876,2
-0.433423,2.218345,0.597883,-1.73666,-2.942767,3
0.843659,-1.961862,2.355077,-0.337464,0.105684,2
0.45094,1.702558,-0.600355,0.21817,-1.887824,3
0.35896,-0.537478,-0.609172,-1.223886,1.929063,0
1.871532,-1.891543,3.46626,0.845068,-0.397821,2
0.429389,-0.125305,0.985788,2.329488,0.260664,2
