@relation art47-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2,3}

@data
2.578672,0.212708,-3.206788,2.063883,-1.915458,-1.448676,1.823816,0
-1.157455,-0.452507,1.231773,1.000315,1.111572,-3.29994,-1.606664,3
0.40836,2.729559,-2.31984,-3.759744,2.666741,3.958978,-1.589276,2
-1.628458,-1.149156,-1.735315,-2.024649,1.126335,1.181865,-2.367408,0
-0.993474,-3.646007,1.342391,-0.099102,0.40279,3.325069,-1.902199,0
-0.680767,-0.842569,1.275529,-2.392403,-1.041774,-1.369926,-1.16027,2
0.405667,-2.391468,-2.25497,-0.431275,0.582799,0.533079,-3.541248,0
-2.384278,0.185884,1.095261,-1.836554,-0.192415,-0.075613,1.382515,1
3.258534,-1.947455,-1.112459,0.879059,-1.459197,-3.648898,1.804297,0
0.162764,1.353625,2.569512,-2.566969,-0.854937,-1.815982,-2.164651,2
-1.181279,2.427632,0.314374,-2.501975,1.128846,0.769022,-2.122119,2
-0.58113,0.087729,0.268886,-0.231948,1.450023,-1.476179,1.235328,1
0.206393,-1.968612,-1.330602,-0.030759,1.40611,-3.914227,2.556233,1
0.521264,0.894281,-0.66311,1.897343,0.493055,-2.496088,-2.597218,3
2.652075,-0.185567,5.076875,-1.702441,-2.706389,1.657327,4.315781,3
