@relation art29-weka.filters.unsupervised.attribute.NumericToNominal-R6

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute class {0,1}

@data
0.394791,-1.263721,-0.715083,2.240177,-4.200396,1
-3.049472,3.120313,-1.171055,-1.001816,0.615662,1
0.057307,-1.985166,1.521713,-2.132639,-0.916968,0
-0.211599,-0.061131,-2.129385,1.198834,-3.054937,1
1.003901,0.206056,0.296781,0.064735,-1.184986,0
3.922329,-1.35616,2.789285,-0.066339,-1.757208,0
-0.718029,1.470455,-0.3014,1.745257,0.436596,1
0.298714,0.896577,-0.307855,2.732106,-1.039131,1
1.924809,-1.407342,0.514144,-2.603221,0.217922,0
0.349676,0.89155,2.387344,-0.038957,-0.442247,0
0.884873,-1.29839,-0.215052,-1.341892,-1.294922,0
0.578429,0.684142,-0.873484,2.758894,-2.135408,1
-2.307834,2.831073,-1.912196,0.006409,2.297253,1
-1.073803,-1.160786,0.332796,-3.67759,0.859499,0
0.266391,0.610375,0.697491,1.912194,-3.617778,1
-0.542475,1.759751,-1.344522,1.96443,-0.247393,1
1.346424,-0.590282,-1.611724,3.391891,-2.087156,1
-0.407133,1.638307,-0.248268,1.98896,0.348958,1
1.754401,-3.427333,0.132845,-4.253556,-1.438006,0
-0.908724,-2.985612,0.398711,-1.556734,-1.592735,0
1.5478,0.137424,-0.814646,4.170707,-1.98271,1
-1.908489,-0.666759,-1.788571,-0.846483,-2.874461,1
-0.670853,-1.107419,2.815046,-1.842182,0.462472,0
-0.300863,2.273098,0.404421,2.493508,-0.98421,1
0.240958,1.612985,-0.524352,2.775811,-0.322925,1
-2.001472,0.830169,-3.838093,-0.52994,-1.314639,1
-0.708414,-0.101607,-2.217042,1.160931,-2.536931,1
1.471632,-0.243525,0.15869,-0.087214,-0.816532,0
-1.59581,-1.594233,1.037978,-2.040762,-0.444884,0
3.100995,-2.285639,2.506046,-1.152418,-1.6298,0
-1.343383,0.685828,-1.270149,0.487698,-0.135242,1
-1.450831,1.071548,-0.892765,0.583478,-1.326449,1
1.072497,0.161828,3.551212,0.823221,-0.478455,0
