@relation art-02-weka.filters.unsupervised.attribute.NumericToNominal-R19

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3,4}

@data
2.327925,0.686444,-3.148188,0.636375,-0.352602,-1.314832,1.225143,-1.078121,-1.496285,1.481097,0.714847,0.917705,-2.144567,2.988149,1.846979,-4.115642,0.65501,1.667621,3
-2.350724,-3.732209,5.141721,-0.544052,-1.419759,-0.768723,-1.286955,-1.139155,-0.58876,4.317019,-4.240168,-3.776153,3.20699,3.160235,-0.231149,-0.772131,-4.623049,1.0453,4
2.779767,-4.097256,-2.9155,-1.822521,-0.284072,1.675316,2.665203,0.056928,-3.517457,1.152281,0.240185,3.4536,-4.624145,5.112589,0.183023,-2.064597,0.850412,-3.108229,3
-6.626195,-3.890686,0.093093,-0.111776,3.54278,-1.127271,-3.766918,0.018189,-0.364914,-0.934992,3.428836,0.849923,-0.939029,-0.581477,2.427655,1.600931,1.465928,0.283633,3
0.421955,-3.587252,0.521891,0.657137,0.164569,2.758243,-2.229613,-4.419552,-0.038548,1.26556,2.338586,0.743273,2.370834,1.645935,1.182988,2.401502,-3.418233,-1.605943,3
-1.910092,-6.044278,-5.393775,1.615634,-2.323415,0.107658,-0.966905,-4.474486,-0.167657,-1.066806,-1.557961,1.968197,-4.612452,1.362876,6.088942,4.29283,1.540376,-3.089861,3
4.4332,0.364045,-1.548673,-2.786198,0.120345,0.329463,2.232528,1.284072,1.453627,-1.230676,0.338128,-1.117636,-0.038356,-0.114836,0.050608,4.452058,3.85835,1.870235,2
5.23217,3.102853,-3.589371,-0.706448,0.951715,-9.042558,-4.592754,0.744843,-1.608109,-3.321934,2.186168,0.58532,2.896088,3.827433,-2.162718,-1.423323,-2.328838,2.73373,0
0.361319,0.256271,-5.581643,3.516875,-1.117612,0.86138,2.996266,2.779027,-0.754738,3.492476,1.931519,-0.586279,1.999481,-0.518371,-1.712592,0.976616,1.234699,2.998383,2
-3.960545,0.955569,-1.756486,-3.552122,-2.68131,-4.903532,-2.798953,3.941523,-0.463831,5.113846,2.221743,0.773681,-1.750149,-3.16505,-5.322193,1.963636,-0.11019,1.655019,2
2.289056,-3.35515,1.469197,-4.217824,1.625736,-1.503845,-4.703289,1.57261,-1.489972,-2.740081,5.086364,4.384905,2.020008,0.956855,-2.615103,-4.95551,-2.52318,-0.208458,0
1.356824,1.11899,0.122516,-3.906407,2.97227,-2.169356,-1.891699,3.466865,0.937636,-1.388747,1.362939,2.449782,-0.635914,1.715915,-3.081885,-0.782137,0.358176,0.328815,0
3.769434,1.562681,1.651779,4.142003,-2.896423,3.433567,-3.167015,3.68824,-2.419247,-4.71622,-2.009147,0.297548,0.472795,2.982149,1.473572,3.830591,-2.203276,3.806645,0
0.781673,1.557553,-0.778088,-2.520599,0.790853,3.911494,0.236598,1.708674,0.298228,1.974077,0.657496,1.831725,2.065066,-2.115009,0.75843,0.62314,-2.655756,6.097404,1
5.398709,-4.613612,-0.954963,-1.95752,-1.69123,-1.552159,-3.531956,-2.470537,3.132848,2.996487,0.704251,5.682146,1.022499,-2.774688,0.588139,1.94238,1.426822,3.33859,2
-1.688638,0.188116,5.53896,-2.600678,-2.482731,2.608805,3.225369,-2.406699,2.969141,-1.750327,-2.537349,-5.750293,2.223888,-3.809007,-3.167966,2.779214,-0.114645,-0.455687,1
3.991181,-1.946791,-5.80251,-0.310999,-1.60951,2.618002,1.889351,1.677619,-0.006241,2.84794,-0.473685,1.512727,3.140297,-3.413826,3.748405,1.381798,-1.036561,3.988289,2
4.425162,0.061514,-0.29944,-1.594765,0.546908,-0.443116,-3.634,-0.126926,-3.20058,-1.894787,2.505924,2.535234,-1.333414,0.065492,-1.80511,0.820542,-1.262386,-2.315444,0
3.07717,1.266521,-4.271019,1.279604,1.987963,-3.782465,-0.986801,0.541165,-1.025208,0.115106,6.805917,1.221378,-1.583295,0.449486,2.932328,2.76763,-0.499123,1.848155,2
3.461765,4.185321,2.306624,1.268434,1.647917,0.252392,-3.023873,8.439808,0.781716,5.615966,7.772078,3.251564,-1.983569,5.002485,-2.367401,-2.434654,-2.045811,4.742974,1
0.460823,-1.141351,-0.107136,4.943573,2.638348,2.980283,-1.859957,-0.077189,-5.054189,1.598196,-0.387811,3.504714,3.397793,-2.411676,-1.266617,-4.035445,-0.495777,-1.34182,4
-2.00019,-1.722151,2.627184,2.84061,1.126356,1.516893,-1.99797,-6.108182,-0.502086,0.700823,0.776494,1.643799,1.464368,3.596714,0.393179,1.517834,2.545226,0.300262,3
4.075795,-0.705056,1.210546,-3.878816,-3.526057,1.943837,2.221667,-1.884328,-1.563164,0.797266,1.880323,4.432621,0.62572,1.607285,3.131253,4.637627,1.029336,-0.949543,2
-1.738578,0.008393,-0.870218,-1.243192,3.969466,0.798189,-0.125634,1.828581,-1.342466,1.623338,5.145865,-0.802611,-1.206144,-4.688273,2.967152,1.770949,1.240651,2.202219,1
0.105382,-0.010875,0.954053,0.901306,-1.522858,1.922204,3.064712,-0.567412,-0.604722,-3.851867,-0.235437,-2.071754,0.810346,0.432908,4.418602,-2.464802,-3.27275,1.703951,1
0.138873,-3.784059,-3.054301,-1.689688,3.160472,0.839153,0.081797,-0.989187,-2.362385,-1.578967,6.039935,2.413356,-0.396264,1.303889,-0.156926,-1.642257,-5.766397,1.665603,3
-1.273387,0.588542,-1.076947,-3.549865,3.462065,-1.956343,-0.555713,0.895967,3.318152,-3.70554,-2.370442,-0.339701,-2.007856,-1.960595,3.098583,3.157551,0.312843,2.023456,3
-1.625363,-3.213751,1.83601,-0.712287,1.594731,-1.532962,-0.493969,1.180319,2.368665,0.121539,-1.254522,0.904403,1.025334,-0.705018,-1.275395,-0.546756,-2.601166,1.475621,1
-6.226248,-6.18503,0.389642,-1.454209,1.883214,-1.380568,0.776364,-1.750959,3.786169,-2.387303,1.807594,2.738545,2.218134,-1.317252,0.092371,-2.860587,-3.714832,0.355241,3
-1.338281,-0.759571,5.324238,1.041053,0.579179,-0.765894,1.604897,-1.876853,4.023315,3.238547,-3.240817,-2.680079,-0.851799,2.489261,-3.350014,0.839656,-1.790521,-2.073983,4
1.466716,-4.41708,-0.722558,-2.399411,-4.020113,1.957597,2.896517,2.727131,-3.4295,-3.414722,-4.532241,-1.765389,3.896243,-1.477492,0.631056,-3.140149,0.458744,0.704324,1
2.835778,-0.115238,1.968644,-2.746173,-0.092203,0.131725,0.923819,-2.761471,-0.581288,0.609879,-0.513896,2.953566,-3.005943,1.923167,-3.196882,2.406558,3.782438,-0.878266,2
-1.50835,1.598124,0.202775,-1.271986,-1.6048,-3.787806,-2.644534,-0.609915,2.838499,-2.510443,4.118112,0.367019,-0.72532,-1.858958,-0.843538,6.040728,-3.340052,-0.659727,1
-3.961942,1.496006,5.31251,2.714403,-0.92671,-0.406026,4.02631,-0.158614,4.516579,3.17556,-1.058321,1.448229,-3.013896,-1.154324,-0.002052,1.858895,-1.148442,-2.003587,4
-0.383486,-1.283878,-5.240471,-4.099808,-0.823872,2.900349,-2.353523,0.113018,0.8449,-0.104066,1.068555,3.007668,-0.860123,-0.190609,-2.439135,-1.994091,-4.757944,-1.085318,0
3.32059,0.996337,-0.525149,-1.702452,2.685111,2.127649,2.211155,3.13156,-1.095064,0.05137,0.155535,1.420268,-0.72253,-1.246707,1.953856,0.437132,3.376059,4.97072,2
-1.871866,0.865318,3.370782,-4.401364,2.717536,1.596992,-2.457434,4.379726,-0.758654,-0.409099,1.360534,-0.219314,-2.195989,0.503434,-3.243509,0.677234,-4.249592,-3.837302,3
3.734083,-2.768052,0.972568,1.580724,2.956779,-2.057978,-2.759873,-7.439784,-1.277829,1.631722,-1.218449,1.007471,-0.402999,0.830146,2.43076,-0.818723,-4.821982,3.796139,3
-0.951835,3.083199,0.989292,0.160769,-0.970912,-0.581973,-0.585843,-3.459616,-2.141155,1.168834,2.397318,-0.11718,-0.086904,5.184849,-3.182682,2.893071,5.422605,-5.243031,0
-2.035617,0.939411,-2.028047,3.432307,-3.084543,4.584187,-5.033021,-2.141783,-1.325262,-4.642691,0.045228,-1.225028,-1.686274,1.531123,-3.852978,-1.089344,-2.423576,-0.193247,0
-1.286961,-2.174781,0.978593,0.09078,-3.338925,-3.976466,0.727576,2.458923,2.170896,-2.931197,5.79574,-3.337003,0.028346,1.56291,-2.827439,0.686923,-0.215768,-0.97952,1
-0.008787,0.023803,-4.297205,0.91094,-1.102465,-2.677539,-2.563672,2.557192,-0.875846,-0.307882,-0.707641,2.513894,0.044679,0.745267,-0.573567,1.430646,-3.830307,1.232852,0
0.479795,-0.27858,-5.210703,-0.154943,1.571304,0.233792,-1.154756,-0.230017,-1.685328,0.594595,4.150416,0.287846,-2.691284,3.437847,3.269471,0.372666,-1.046863,-0.321784,3
1.919778,0.735502,-2.561925,-1.453376,0.675535,1.751187,1.811243,1.354877,0.247922,1.710622,1.370777,-0.322996,3.696606,1.320886,2.420746,2.580388,3.38262,3.099214,2
-0.38672,1.11422,2.575573,2.3839,0.515579,-1.474866,-1.65499,0.396533,-2.260751,-3.140917,1.912017,-2.126435,-0.163713,2.064699,3.398097,1.295911,-4.959925,-2.052839,1
-1.586785,-3.358246,1.309123,-1.995842,1.546315,1.646469,-2.188103,-1.782632,0.598634,-1.11219,4.06287,2.920509,-1.552782,0.576342,-0.537363,1.550897,-1.337174,-1.202539,3
3.727793,1.900397,0.144759,-0.481333,1.549621,3.755449,7.390531,-1.61262,-4.315931,-2.088407,-3.651187,0.082098,-0.262012,1.198428,-1.42354,1.355385,2.116876,-1.063798,2
-5.456797,-2.347882,0.500768,-1.973004,0.713714,-4.275546,2.135426,1.727265,-0.104677,5.320987,-2.293373,-4.356119,0.095306,-0.354708,-0.515553,-5.037032,-4.765761,-2.032428,4
-0.1619,-1.20331,1.454652,-1.185576,-3.403527,-1.791668,2.689205,0.967967,1.388662,-0.477833,-1.590025,3.341129,-1.089002,-1.714684,-0.439276,2.822197,-0.101045,-0.690446,1
1.730736,-4.837317,-1.629888,0.450302,3.515788,-0.74565,-0.541603,0.61491,1.172981,-1.213173,-5.365975,-2.018961,0.87966,-0.664603,-0.755361,-0.906541,-2.16351,-2.282803,4
-3.537345,-0.636996,0.152197,-2.902807,-0.691234,-1.230426,-0.512186,2.800797,3.564344,-3.113137,4.357208,7.383712,0.871758,1.603351,-2.950731,0.894499,-2.454059,-4.756843,3
-4.800793,1.423879,-3.403262,-1.628605,-2.87923,-4.027288,-1.460018,1.081976,-1.733442,5.552173,1.487593,1.220822,-0.700518,-0.42811,-3.380264,1.383909,-1.412135,-2.702241,2
3.439101,-3.900958,0.60337,2.252556,-1.176281,-0.200584,-1.748922,4.664036,-2.780918,-0.567922,-4.443709,-0.00785,2.980492,-1.013001,1.247232,2.764697,-3.470621,3.615124,4
-0.637845,0.143194,-0.638446,0.27372,-3.809629,1.738336,2.741011,3.086088,4.456507,-1.324143,0.433542,-4.598193,-0.257947,-0.751013,4.601398,-0.366834,0.80272,-2.602233,4
-10.479526,-7.17582,5.529494,-5.139879,-0.722652,0.695806,2.422369,-2.61807,6.727139,-4.010745,3.251872,-6.847626,-1.380109,-7.408947,-4.303401,4.8386,-2.316784,-4.054674,1
-3.180675,-0.406124,5.099909,-1.232307,-1.949819,-4.000676,2.619504,2.047003,5.227814,1.983313,3.870797,-0.838694,-2.382278,-0.593502,-5.158264,5.150712,1.896245,-0.874889,1
-2.290179,-1.994206,3.428682,-0.727588,-3.439905,1.930449,-0.200286,-3.143024,5.357179,-0.699435,0.087308,-0.246077,-1.531982,3.252981,1.358762,2.759577,-0.872505,-1.189742,4
-0.283905,-1.00304,2.148371,2.745249,-3.226109,-2.229398,1.351013,3.843363,-0.025938,4.667122,-4.064351,-0.990162,-0.23446,-0.158865,3.420098,-1.524362,-0.339274,0.892683,4
-1.42024,-2.410289,3.032511,-2.404317,-0.41709,1.818694,0.383102,-1.27369,1.540515,1.681891,-1.294789,-6.524165,3.133991,-0.4599,0.169322,-3.040052,-2.318598,0.670222,4
-2.932324,-0.713631,0.09112,-1.584257,-1.194671,-0.012387,2.751766,-3.503288,1.379681,-2.418052,-2.782839,-2.177297,2.958339,-3.219386,0.715196,2.802625,0.575375,3.390394,1
0.650163,-0.322521,3.20734,1.774472,-3.535289,-1.479743,3.241534,1.898243,2.774938,0.501677,0.234036,0.473322,0.023184,3.108858,-4.904269,-2.025186,3.422564,2.458838,1
0.542549,-1.143962,1.583792,-4.782107,1.721488,-2.584005,-1.011098,1.019071,-0.134153,4.518506,-0.209023,-1.61477,0.608999,-3.390952,-3.885401,-2.23887,3.323884,4.015415,2
-3.436813,-0.451412,2.251295,-0.2862,-3.543818,1.867804,2.902654,0.741621,0.932035,1.185289,-1.301564,-0.479211,3.321255,-3.342937,2.310487,-2.042039,0.801235,-1.751105,4
-1.671174,-2.169753,2.226899,1.777564,-1.020927,2.119367,-2.734297,-7.251876,3.809062,1.288991,0.463881,2.272787,1.750857,1.232024,-1.554714,-2.07789,-3.809647,-3.930602,3
-1.48202,0.917969,0.074839,-0.73924,2.13069,1.396203,4.669648,-5.569426,-1.313189,-3.730122,-3.405479,-3.705142,3.104596,-0.70888,2.563194,-2.110947,0.156811,5.610799,1
-1.608086,0.834888,4.292521,-1.994616,-2.475,0.60671,1.034283,0.4521,4.373037,0.400604,2.087794,-2.476695,0.897721,1.215926,-3.156142,3.918185,-2.797786,0.076893,1
-0.42513,0.976137,1.174219,-0.327802,-4.047168,-0.183522,1.587403,-2.717752,-2.078615,0.371662,5.04632,-2.176078,0.750049,2.439842,-4.00761,2.520972,1.607671,-3.035779,0
1.087691,-0.360415,3.653395,0.882795,-3.532069,-1.957432,0.803453,3.1995,-1.469127,-2.866778,2.72488,0.21952,0.754991,0.294336,0.177492,1.376269,-3.70762,-0.157976,0
0.580645,1.324282,2.562572,-2.195724,-1.706125,1.73781,3.201741,-1.142177,-1.283937,-2.282907,3.111489,-1.534068,2.005498,1.274418,-2.831309,2.328515,-3.349184,-2.077494,0
2.040062,1.391047,-4.199553,-0.629396,1.573288,-1.608635,2.591672,-4.073623,-1.816961,-1.007983,0.815599,2.568926,-2.398809,0.879623,-4.99037,0.794201,0.075421,1.006297,2
2.459667,-1.260219,-4.376754,-2.486392,0.775661,1.364189,-0.35385,-1.192688,-4.597351,-5.312812,-0.239548,1.798308,-2.73779,-1.684866,-2.899381,2.342671,-7.14304,-6.384235,0
-4.754772,-0.438081,1.513696,-1.377594,0.609355,0.687058,-0.756796,-1.026136,4.827161,-2.18697,-0.511648,0.873637,1.438927,-0.789629,-0.757508,-0.531541,-2.949036,-3.720218,3
-2.144804,2.33108,1.78141,2.522331,-1.775867,1.101261,-5.106654,-3.203207,6.002765,-1.461341,0.295683,-1.432907,-2.479897,-4.896382,-0.777141,-1.326041,0.368481,-2.826794,3
-6.050278,-1.36486,-1.655923,-3.410812,2.877242,2.432381,0.403637,2.972568,1.644403,-3.808681,-2.647258,-2.411543,-3.010635,-1.249413,1.949188,3.195533,5.214737,-0.57039,3
2.857263,3.282329,-7.335831,-2.601381,-0.458414,6.892309,0.664479,-0.492626,-0.502716,-1.780897,-2.007484,1.269244,-4.489672,-2.490301,-1.756102,1.451067,-6.646569,-1.080439,0
3.556202,0.726409,3.533273,0.167421,-0.321669,-2.040876,1.447019,5.552974,1.81963,6.44185,2.387416,1.064637,1.727968,4.646676,-4.687125,-1.584588,-1.565623,1.740049,1
5.163941,-1.693182,-2.435816,0.459166,1.540405,-0.096095,-1.452427,1.132442,2.47195,-0.143629,0.646912,4.768416,-0.654858,-2.840282,2.875236,-0.347516,2.334676,4.769766,2
-2.139297,-1.828989,0.427394,-1.537321,-1.815309,4.515246,3.114211,5.067476,-1.933011,-0.581951,1.455384,1.634301,-1.972408,-3.226701,3.488997,3.378255,1.277409,1.838103,1
-0.197393,-2.066794,3.207489,-2.798797,-4.340536,1.252343,1.868149,0.036053,-2.571734,-1.678512,1.421538,0.317519,5.395806,3.947273,-1.988533,2.946083,-2.013352,-3.810617,0
0.348183,4.543352,-2.394326,-0.431365,-0.642544,1.216144,-1.163479,-3.028688,2.095197,-0.103499,2.12882,-1.506618,0.537774,4.329946,4.235305,5.244663,-0.152274,2.602997,3
-0.926954,3.172742,-2.060625,-4.536636,-1.974065,4.191058,-1.444325,1.637243,2.646027,5.80425,-0.93321,-0.658886,-1.016217,3.716973,1.83417,2.825555,3.841338,2.528798,0
5.228485,2.112252,3.33681,1.328208,-0.625898,1.204693,0.417429,3.618494,3.697025,-2.346324,1.313178,-0.782928,-0.695624,1.846916,-1.137543,2.083124,-1.467408,3.146584,0
2.723785,-0.41346,1.762924,3.50538,-0.011751,-0.010498,2.223971,2.293885,1.098174,-2.85358,-5.354348,0.965102,1.236385,-2.252884,-3.228502,0.940903,3.789637,-5.01708,4
0.179274,-1.229853,-5.573036,-4.287924,-2.203788,1.905797,1.503162,-0.517597,-2.928796,-1.063129,1.304395,1.92729,-2.631769,-3.153811,-0.658275,1.138781,-5.713624,-4.208557,0
-0.852025,1.558869,-3.624086,1.059428,-0.26173,0.509602,1.976077,2.899882,0.379065,4.210367,1.498917,1.038197,1.145864,0.295183,0.377394,-0.526904,4.438689,3.116609,2
-1.001182,0.446661,-0.455631,-0.783052,-1.191748,-3.11342,-0.904692,2.545444,4.194401,-3.354621,0.875959,5.691725,-1.474505,-1.885615,0.500808,-2.178734,-2.589609,-3.757257,3
-2.947918,4.407198,-0.517064,0.397762,4.148415,-0.680727,3.470234,0.337499,0.114553,-0.761889,-0.92899,2.505729,-2.792736,-2.073821,-5.935772,-1.113619,0.40076,0.332933,2
2.902312,2.745078,0.883328,3.137599,1.003639,3.477695,1.040316,0.699254,-0.497406,-4.599443,-0.319184,1.161232,-0.080679,-1.401749,0.541398,-0.314958,-3.81151,-0.024034,0
-0.741041,2.813295,-4.775262,2.441797,-1.658139,2.705039,-1.462733,2.087176,3.238174,-1.877498,0.683864,0.333368,-3.538692,-0.60025,-3.209293,-2.136585,-3.091823,3.611753,0
-1.033481,0.513754,-1.335406,2.282673,-0.860722,-0.659554,-2.39773,-0.289673,4.269187,1.801194,-2.265783,-3.521726,0.546313,4.863883,-0.982013,3.631267,-0.002952,1.115507,0
-3.534215,-1.916444,1.850615,-1.809875,0.950055,-3.370482,-1.829565,0.125721,2.268332,1.799886,2.853154,-1.019354,1.525308,-4.023817,-3.30083,6.125503,-1.531219,0.728958,1
0.244285,-3.690476,2.400123,-1.564894,3.634175,0.723372,-0.388288,-2.262348,0.838509,-2.04951,-5.268759,-2.282776,-0.558963,-2.484403,2.064911,2.44052,-1.671461,1.819109,3
-2.879813,2.111671,0.553919,-2.913894,-4.017339,-0.22872,3.361115,-2.147227,0.432596,1.202309,2.886036,-2.016343,-1.278175,0.741191,-2.302672,2.65615,-2.874712,-3.915061,0
-0.252083,-1.190381,0.095681,0.877223,-1.645947,-6.509024,1.547207,-0.61651,1.659179,-3.389051,0.57065,0.001207,1.152763,6.49777,-2.401032,-0.733069,-2.235253,-0.546116,1
-1.367428,-5.779918,2.554316,2.214339,0.252856,1.983904,-4.22511,-3.394231,-4.737785,2.128938,-1.615128,1.247173,5.478809,3.519642,-2.808768,-2.026502,-7.757193,0.131059,4
1.336524,-0.658009,-5.215009,-2.795971,-3.587222,-3.077901,3.210944,0.96244,-3.425787,1.06132,2.437437,2.93224,0.530459,5.230681,2.372278,3.815457,-3.057851,-2.529649,3
-1.502816,-1.715471,7.04226,4.842868,-1.947602,5.057245,-4.55581,-2.048652,-1.917224,1.796694,2.8845,1.830859,4.5117,-0.338435,-0.513349,0.177538,-3.943717,-0.270651,4
0.584532,2.867913,-0.977538,-5.257077,3.259387,-1.137919,3.244376,-0.445235,-2.166732,-1.993232,1.117951,0.317026,-7.05255,-0.568018,-3.565738,-2.078538,-0.235038,-1.849998,2
2.002658,2.040678,-2.084192,4.646801,7.925899,-4.886034,0.949816,0.892947,0.876545,-0.381526,7.191872,-1.858531,0.271818,-2.705981,-1.81447,0.020077,-0.282243,4.904761,2
0.89388,-2.847204,-2.727339,-3.075943,-0.605157,-3.417528,3.422658,2.341682,1.320815,1.156769,-0.532782,0.579426,3.525719,-2.713383,-0.873986,1.024356,1.182769,4.201044,1
4.485918,-2.304046,-0.823752,-1.123899,-1.131279,-0.545746,2.008924,3.334561,-0.874952,0.065455,0.410807,4.268503,4.120882,1.135725,2.160854,2.62778,-3.934826,-0.415683,0
-4.362114,1.608398,2.128717,-2.953643,2.311511,0.956308,4.176105,-1.339098,7.141685,5.919871,-2.795875,-7.426101,4.424273,-1.921397,-1.061516,-2.491806,-0.502901,-0.302852,4
-0.192743,2.872877,0.043694,0.872165,-1.146908,-2.463028,0.281432,-0.005265,-1.666943,-0.451976,2.227103,2.314434,-0.51201,2.615825,-0.431255,1.275626,-2.219954,-0.70394,0
-2.567137,-3.158314,-0.876607,0.399794,0.154702,-3.917014,0.662319,0.27197,-1.784718,-3.794947,2.210381,-2.061946,0.15631,-0.852335,2.146259,0.665102,-0.600652,-1.594114,1
-1.459442,-2.606022,-0.138547,-3.379688,3.955396,1.250824,-1.653614,-0.49042,2.182099,-3.727789,-0.57446,1.328593,-0.136052,-1.202716,4.712426,7.284204,1.560754,1.996141,3
-3.852777,2.209975,-0.032733,1.831661,3.174537,-1.808573,-5.514428,-0.01573,3.97592,-2.559525,2.548277,-0.463015,-0.433719,-3.018293,0.049852,1.281248,-0.463013,-1.886124,3
-0.504419,-2.000422,-0.060262,-2.162204,-5.305028,1.407577,3.498229,-2.079278,-1.020917,-4.995523,-5.853936,-2.301,4.137116,-2.616818,1.913505,0.881148,-2.607086,-1.057617,1
-5.725746,-0.162481,3.789353,-1.645238,-4.21578,0.153298,2.816974,-2.445283,3.625619,-8.641173,-0.465,-5.212588,-2.560783,-2.026562,1.412823,4.638017,-1.056019,-5.499399,1
6.742056,-2.970262,-2.381809,0.002603,4.925223,1.17419,-6.376925,4.319429,0.244933,-4.874257,-0.450902,4.368972,0.701746,-0.76285,-1.721382,-3.11804,-2.969248,1.706657,0
1.717044,-1.56028,2.355086,-0.585091,-2.625841,-4.162282,-1.231361,2.462686,1.965724,-1.960163,2.937446,0.076132,-1.426181,-1.570304,-1.917078,-1.304089,-3.429285,-3.048774,1
-3.88786,0.119233,0.311007,-0.420329,-0.728313,-0.248501,2.633187,3.056956,0.716721,1.098212,-0.8819,-4.38046,2.354956,-2.503362,-0.369751,-2.571004,-3.36336,-0.746662,4
1.375126,4.303754,2.204215,-5.642924,-2.407555,3.016897,5.743318,2.346025,-3.790559,1.752969,2.074187,3.810541,2.018213,0.275206,4.159669,1.813739,-1.486317,-0.253391,0
4.326779,1.440414,0.06213,1.616383,-0.274737,0.78148,2.989581,4.454574,-1.824293,-1.649434,1.101264,1.0175,-3.489243,-1.856513,-0.135141,1.770968,3.340764,2.269111,2
1.790506,-4.512642,-3.945518,3.840622,-1.767845,-2.490161,0.823365,-3.853162,-2.65999,2.224989,3.120447,4.611547,-0.840512,4.684284,0.775165,-3.122898,0.177052,-1.373158,3
-2.512497,-0.613238,3.706722,-0.551411,1.552537,-0.957272,2.354799,1.488716,0.776056,2.895181,-0.226136,-4.832954,1.627229,-1.957304,-1.538753,-2.193448,-2.981906,0.010617,4
4.756803,-5.333088,0.570418,2.148208,-2.543643,-2.813194,-0.59802,7.587145,-1.912663,-3.839819,-0.081876,2.812057,-0.114344,5.180424,0.440592,-7.956356,-4.566937,-0.012221,1
3.789725,1.655624,-2.810112,3.771442,0.676787,2.594372,-0.866338,5.105202,1.415284,-3.994157,0.272672,4.374778,-4.320542,-0.868469,0.841984,-0.049404,-2.234839,1.276002,0
0.826061,1.232845,-1.828204,-3.139747,-1.279639,-0.181079,2.084703,-1.026241,-4.117413,0.219778,-0.996136,4.415958,-1.410956,0.721097,-1.944286,0.60145,0.887319,1.460775,2
-2.293561,-2.602633,0.438236,1.994681,1.797942,2.512154,-1.645039,-4.480482,1.232501,-1.407885,1.670993,1.430758,1.776865,1.869225,1.04058,1.163163,-1.678066,-0.260888,3
-1.615817,1.113044,-0.152666,2.462184,-2.100114,-1.042674,-3.899887,-2.711731,-0.917803,1.093484,7.532521,2.744324,-0.887413,1.07005,-0.11395,-2.691108,-4.999243,-0.046044,3
-7.065211,6.739439,-4.083097,-2.315894,3.90894,-6.304394,1.913474,-1.359308,0.840846,-0.728793,3.84877,-1.593319,-3.258255,2.930204,-10.070855,1.850471,-0.113474,-3.857571,2
2.412178,0.748083,0.395236,-0.190935,-1.329257,0.336768,-2.275918,3.675214,-3.181661,-5.158928,2.233625,1.910582,-6.033121,-1.145956,0.493864,1.818578,-3.02528,-1.705884,0
2.454263,2.342198,2.928695,1.203967,2.618817,3.465518,1.5183,3.160453,6.22236,-1.847029,0.093878,-2.3142,2.094266,2.08612,-2.875335,-1.016322,3.267248,2.902925,0
