@relation art40-weka.filters.unsupervised.attribute.NumericToNominal-R7

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute class {0,1,2}

@data
1.737759,-2.44739,-2.00372,3.46223,-2.472155,-0.422485,1
1.219603,1.307003,-1.415695,-2.129782,0.832972,0.064643,2
2.378352,0.373749,-0.186697,0.135344,-1.360475,-0.221332,2
0.120145,-0.808698,-1.507508,-3.550343,0.89549,-2.073712,2
0.207311,2.304563,-1.467079,-1.701827,1.765653,0.008041,2
1.540403,0.886188,-0.07982,-0.787069,1.189671,-1.970329,2
-3.065923,0.427361,2.167247,-1.349298,-3.775239,4.64393,0
1.366014,1.688377,-0.577691,-1.550172,0.144124,0.27431,2
-1.094532,1.345727,0.405315,1.951368,-1.519822,1.122658,0
2.239991,2.257156,0.440887,1.888919,2.409372,-2.657686,2
3.281271,2.007924,-1.384995,-0.913523,-1.349206,-0.11824,1
-0.812865,0.512494,1.491011,2.457586,-0.094442,1.249448,0
0.208527,1.616249,-0.372874,-1.757435,1.257673,-1.114908,2
-1.496853,-0.647339,-0.065616,1.511444,-1.877249,2.462014,0
-0.800037,3.098239,-1.240796,-2.051487,2.924886,-0.22862,2
0.811749,1.783472,-0.073398,1.472311,-0.697549,-1.487304,0
