@relation art49-weka.filters.unsupervised.attribute.NumericToNominal-R11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1}

@data
-0.004857,0.361443,-2.955859,-2.74915,1.163397,-0.387852,-2.24433,-1.33537,-3.063994,1.585851,0
0.126209,1.779932,-2.850675,2.962577,2.245942,-0.86467,5.188207,-2.034451,1.463015,2.644115,0
3.063251,1.215085,4.145231,0.420933,-0.794378,-0.090132,-1.018086,-0.22833,1.899824,-0.08205,0
2.298585,0.864771,3.408402,-2.253972,-4.176224,0.901706,3.328577,-2.731175,2.167102,0.974687,0
-3.337651,-0.02576,1.754298,-5.70235,0.14335,1.87498,0.342941,1.408427,-3.150692,2.293192,1
4.099087,-0.056628,-5.812743,5.125221,1.726212,-1.563682,-5.02967,4.528441,5.991035,0.34785,1
0.925077,-0.521073,1.506247,-3.046107,-2.64803,-0.663872,-0.405792,-3.186923,0.183897,1.453728,1
-0.10583,3.70138,-0.435234,-0.0033,1.081659,1.531313,-2.91203,0.69786,0.55971,0.386778,0
1.046224,0.192026,-1.267201,-0.839416,-1.510684,-1.533736,-2.231253,0.708262,2.927137,1.299132,1
-1.850394,-1.853281,1.388489,-0.742095,0.440808,-0.550639,1.332434,3.896292,0.693638,-1.254791,1
-0.678467,-1.190608,-2.783946,-1.590292,-0.473339,-1.471236,-1.747731,2.101488,1.899654,2.308434,1
0.982518,-0.987598,-0.573669,-0.451409,-0.634768,-2.064422,0.259887,0.563657,0.9913,-1.345049,1
2.610242,-0.449483,-4.804184,-0.896511,-0.992272,-1.282335,-3.39801,0.74464,1.574885,3.475355,1
1.297321,-1.786599,-0.020184,1.130097,-2.013548,-2.724192,-0.626675,0.579368,4.067218,0.497955,1
0.812026,-0.752089,-0.863796,0.120965,1.56158,0.061078,-0.533465,3.849715,0.912199,-0.045607,1
1.775952,-2.625264,-2.997621,-1.13192,-0.519163,-1.318558,-0.239219,2.639488,1.140403,1.14135,1
0.353055,-0.739183,-1.221119,-1.498805,-0.615067,-0.4313,-1.186503,2.527214,0.924314,1.720737,1
2.08244,-1.991219,-2.378043,-0.713378,-2.305609,-2.5509,-0.588192,0.229784,0.266699,1.506305,1
-0.310402,1.131825,1.079006,0.581016,0.086621,1.0518,2.887952,0.919271,1.126164,1.081914,0
3.322682,-1.122105,-3.579115,-0.331454,1.897462,0.616885,-1.734613,3.922947,3.523185,0.025009,1
-2.473202,-1.110141,-0.513662,-3.961921,0.198346,-0.343655,0.812514,2.871908,-1.789936,-0.171532,1
0.558975,1.568881,-0.779204,0.661873,0.723534,0.629745,2.916572,-2.757508,1.953324,2.45469,0
-2.534029,1.533656,-1.480792,-5.948424,-0.983288,0.336661,2.134428,-0.766985,-1.679445,2.987706,0
0.932238,3.532968,-1.112605,1.14458,1.484232,1.970838,0.359846,-2.419448,4.552372,1.911136,0
-0.848495,4.528151,-0.808591,-0.247123,1.342761,1.414803,-1.316681,-0.140038,1.130556,1.053229,0
3.304433,0.037508,-1.861668,0.940456,-2.629825,-2.365937,-2.77379,-1.244873,1.677795,-1.568122,1
1.102301,-1.323995,0.015473,-3.404799,-1.80692,1.756493,-1.772243,-1.031479,-0.871315,1.396616,0
-1.046656,-1.395255,1.622778,-2.473714,-0.334423,1.325581,0.058158,1.969174,-0.985974,1.628443,1
3.041148,2.309694,1.232563,-1.338729,-1.863524,-0.273239,0.744441,-4.189093,1.41609,0.281751,0
0.584365,-2.078,-5.31677,-1.190075,4.368247,2.486252,-1.728231,8.801321,1.672617,4.323179,1
2.703832,-2.177663,-2.211154,-0.244009,-1.294271,-1.901892,-0.505957,0.794417,1.122568,-0.09932,1
-2.151597,-1.219956,0.250427,-3.84966,0.923258,1.789014,-0.788848,2.277449,1.608531,3.894402,1
0.602203,1.317673,1.563366,-2.54348,-1.965831,1.362407,4.782714,-2.331931,4.224911,2.327735,0
1.384091,-0.730917,0.774996,-0.760832,-2.383858,-2.355547,-0.150657,-2.131834,1.277923,-0.770427,1
0.920564,-4.04426,-3.307292,-0.301846,1.660112,0.066234,0.314228,5.229017,0.888345,1.236473,1
-0.239211,2.873511,0.023902,-3.600597,-0.808096,-0.105798,-1.332484,-0.997841,-1.532456,1.104754,0
1.920318,1.46063,4.059624,-2.422518,-3.070982,1.9381,-1.925401,-0.535799,1.045084,-0.132865,0
2.01285,1.841208,2.562731,2.012043,0.042009,0.188138,1.568644,0.946001,3.588772,0.569415,0
-0.339841,-1.897435,-1.448255,-4.207646,3.401594,2.433197,0.442167,3.729366,1.800386,2.902299,1
2.420269,-1.452105,3.369537,0.804675,-2.506713,0.256435,2.963406,-0.288441,-1.174837,-0.824356,0
1.764205,-1.639032,1.805791,-0.71719,-2.675235,-0.829038,1.435752,1.309989,-2.450937,0.283107,0
1.790405,0.715586,3.786564,-1.669442,-2.251999,0.75106,2.036613,0.063002,3.202145,0.889154,0
1.60257,-1.72712,-3.794821,-1.376861,1.778375,0.81894,-2.082485,3.540491,3.369486,3.88414,1
-0.036067,2.921257,-1.624492,0.689576,0.882602,-0.152261,1.658074,-2.216997,-0.926507,1.159226,0
-0.554012,-1.072563,-0.289829,-0.873127,-0.210018,-1.885185,0.854989,2.030824,-0.573119,-1.242211,1
-2.241839,3.47683,1.929716,-0.535173,-1.242167,1.72683,2.537519,3.030683,1.582795,1.99251,0
0.455281,-0.232267,-0.82022,1.410523,-0.5923,-1.934664,-2.057031,1.465673,3.459381,0.336477,1
0.153586,2.565886,-0.005046,-0.522144,-0.045951,1.13567,0.75594,-1.092473,1.096467,1.185093,0
-1.12356,-0.872415,-1.145502,-2.800688,-1.271946,-0.554218,-1.325144,3.045523,1.259866,1.205183,1
2.994859,-2.872556,1.126175,-2.983626,-3.609485,-2.354796,3.476403,-3.438074,-2.896527,1.61488,0
-1.443779,-0.550528,-0.272297,-5.363135,-1.767827,-0.003572,-0.278143,0.522297,-2.300751,1.565308,1
2.161234,3.804014,5.092822,0.405605,-4.063863,0.841153,5.879476,-2.676946,4.052194,-0.106491,0
1.09088,1.510579,0.159323,-0.393718,-0.482459,-2.13245,-0.795312,-0.448756,-4.274668,0.152423,0
1.663819,1.428572,-0.752419,0.545065,2.501557,0.893646,-0.02474,-1.321224,4.723292,1.853127,0
2.087626,0.536999,-4.778588,-1.247754,-0.902971,-2.901907,-2.302685,-0.925837,-1.732314,-0.249287,1
2.031755,-0.670332,-0.266999,-0.928172,0.58511,0.953385,-1.510676,2.112347,4.595827,3.039476,1
0.240319,1.499171,0.335925,-1.842435,-0.814423,1.718184,-1.816677,0.245392,0.108048,0.821561,0
0.503339,0.902471,1.912642,-2.342762,-1.3631,0.241633,-0.638148,1.531825,-0.536924,0.507568,0
1.928266,0.276537,-0.482357,-1.30587,-1.175289,-0.259173,-2.184637,-0.744025,2.097641,3.40202,1
0.718664,-0.037244,-0.21987,-2.017023,-3.322368,-2.438509,-1.079801,-3.228088,-1.8616,1.473486,1
2.23115,-2.806604,-1.339753,-1.25869,-2.264679,-1.527511,-0.185686,0.63812,1.15914,0.454663,1
0.636813,1.075793,0.474148,-0.821975,0.00545,1.870503,-0.498071,-1.125504,1.7556,1.772584,0
-0.838365,-1.62157,1.148456,-3.262487,-1.274755,-1.613147,1.754633,-0.673754,-1.234817,-0.905602,1
1.579243,-1.569709,0.710214,-3.575521,-1.062165,-0.478266,1.992487,-1.901195,0.982935,2.368048,0
-0.458665,1.855957,-0.414752,-0.588414,-1.377741,0.879944,2.515965,-1.270996,-0.917239,1.602003,0
0.758248,6.312078,3.219637,4.67338,0.734965,5.140509,-0.912804,1.324926,7.271073,-1.180604,0
2.477022,-0.338134,-0.670027,-1.889105,-1.711263,-0.69247,-1.522253,-1.298386,1.454698,1.603857,1
