@relation art27-weka.filters.unsupervised.attribute.NumericToNominal-R7

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute class {0,1,2,3}

@data
-1.069062,1.04906,1.260431,1.655257,-3.196164,0.704483,3
-3.027825,-3.077098,2.015901,1.186665,0.313791,0.453235,2
0.47305,-1.503801,0.221789,-2.294022,0.511244,0.224967,1
-2.121444,3.298826,2.667326,-1.530646,-2.413111,-1.258775,3
1.523336,-1.483365,2.075069,0.435979,1.635067,-2.656143,1
-1.342738,-0.040397,0.853762,1.939982,-2.298473,0.670503,2
-0.269492,0.71311,0.286445,-2.247166,-0.654823,1.87455,1
1.666538,-1.155367,0.36395,-2.436535,1.736872,-1.001764,1
1.10595,1.331488,0.240288,1.541794,1.135572,1.469281,0
0.544275,0.629746,1.026211,-2.238675,-1.358062,-0.085238,1
-0.919162,-0.031646,1.746628,2.597772,-2.148097,1.434804,2
-2.682595,0.735873,-1.865359,0.382489,-2.610676,-0.122388,2
-0.904502,1.282406,1.227508,2.562144,-3.110021,2.007166,2
1.779954,-0.485955,1.546787,0.389294,-0.939804,1.3599,0
-0.728077,-1.214091,2.116619,1.733826,-0.452067,0.79162,2
1.826135,1.591983,2.796833,3.122954,1.941433,1.566436,0
-0.242584,0.085996,0.616555,-2.144593,-1.192847,0.890731,1
2.081646,-1.179334,-3.449042,0.664738,0.011107,-3.083795,3
0.352612,2.069976,-1.435356,1.02703,-0.844875,-0.760919,3
3.709662,-0.503836,2.270381,-1.159468,2.932085,-4.702393,1
1.121941,-0.623371,0.123789,-1.539917,0.993017,-0.678772,1
2.508446,-1.272969,1.7768,-0.280858,1.18408,0.705162,0
-0.05426,0.897505,1.358997,1.369988,-1.93817,-0.935083,1
1.923229,3.412733,-1.718487,0.234899,-0.00467,-1.687949,3
0.834209,2.034685,0.59205,-1.974729,-0.896509,-2.690797,3
-0.494959,2.275274,0.475332,0.336116,1.815854,-0.007184,0
3.244262,-0.890128,-0.740786,-4.455295,2.987007,-1.456769,1
-1.630016,-0.964869,0.500791,1.226973,-1.338948,-0.310561,2
1.263241,-0.470194,1.558281,-0.984825,0.729309,-1.48577,1
0.213836,-1.428265,1.739293,-0.051181,0.435763,-0.719822,1
-0.739515,-1.219598,-1.690345,-1.43131,-0.043815,2.259591,1
-1.255801,-1.59577,0.709985,0.221838,0.200449,0.182158,2
0.481291,1.547373,-0.643171,1.46037,-1.613475,-0.311438,3
-0.628486,-3.737239,4.025165,1.73679,1.373273,0.681843,2
-0.367505,-0.154773,1.183899,-1.643128,-0.929004,1.050846,1
0.988346,0.486995,1.402936,0.640816,0.877377,-1.040883,1
0.200361,-1.449256,-3.220973,0.774966,-1.48462,-2.536211,3
1.242462,0.687493,2.755341,2.101677,-1.03813,3.362243,2
2.279051,0.927026,1.540607,1.975286,1.538728,0.902713,0
1.65523,-2.192207,2.685835,0.766436,0.006218,2.439303,2
-1.760191,1.181658,0.842099,2.042058,-2.001565,1.701565,2
-0.900959,2.211049,-0.944926,1.30411,-2.978778,0.832244,2
