@relation art21-weka.filters.unsupervised.attribute.NumericToNominal-R9

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute class {0,1}

@data
-1.761676,1.223849,0.710282,0.119708,1.898477,-1.667632,-2.472926,-0.497334,1
-3.691129,0.927981,3.166435,1.975887,-0.607045,1.042709,0.568147,1.637413,1
-1.13564,2.032634,0.499714,-2.075824,2.392467,0.856626,2.105793,0.308485,0
0.839747,-0.175335,-2.944145,1.113983,4.121755,-0.604147,2.501492,1.62061,0
1.102158,-3.028103,0.571331,-1.917988,0.859655,-2.482542,1.786037,1.13551,0
-0.462381,-0.301405,-0.701233,0.927001,2.911539,-1.849516,-3.448195,1.079383,1
-3.589744,1.73064,0.728411,0.359505,2.536423,-1.509252,-2.784024,-1.611542,1
-0.674587,0.535566,-1.659443,-1.713546,2.77098,0.479625,2.102424,0.34901,0
0.029459,0.506835,0.553614,-1.598182,1.089365,-0.688965,2.185223,1.323385,0
3.630519,-3.213434,1.202144,1.070167,0.436333,-3.424674,1.221411,3.234939,0
2.145282,2.514434,1.473636,2.638694,-2.19598,-1.462271,-0.223894,3.990633,1
-0.846939,2.942525,0.718988,2.691749,0.245961,-1.179611,-1.172338,1.031683,1
1.766897,-0.493886,2.234463,0.488248,1.941064,-1.020614,0.100469,0.553757,0
