@relation art20-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2,3}

@data
1.489111,0.117925,-1.796323,0.197211,-3.296895,1.432767,-1.420734,1
-2.050161,-0.539999,-2.106094,-1.73986,-0.287851,0.278281,-1.50312,2
0.307964,-0.696713,-2.355523,-3.289941,4.609425,-1.045263,-0.207914,3
-1.712771,1.11024,-3.80961,-0.79223,1.592714,-1.027612,3.712017,3
1.775679,0.021886,1.983285,0.673736,-0.291773,1.111225,0.957389,0
1.888094,2.494937,-1.16349,4.089628,-0.634726,0.914278,-3.767457,2
-0.911783,1.310255,0.018407,-0.472615,0.197526,-0.448046,-2.5048,2
-1.001352,0.037944,-4.452665,0.77913,0.495908,-1.624503,-1.773802,1
-1.806168,0.457369,1.730374,-0.522997,1.251112,-0.794016,-2.468494,2
1.663476,-0.41265,1.741445,-0.362178,0.823943,-0.131922,0.569089,0
2.087696,-0.800623,1.790344,-1.758291,-0.983681,2.126362,0.727925,0
0.512382,2.513437,-4.993147,0.692881,1.202174,-2.696899,-0.399759,1
-0.576383,3.441644,-3.207811,-0.160783,3.139662,-1.923595,0.963874,3
-0.835022,-0.787759,-3.372092,-0.569478,1.356792,-3.061551,0.794329,1
0.021553,1.448444,0.223394,0.705085,0.986119,0.548262,-0.791602,2
2.525609,1.198689,0.596022,-2.109224,-3.341136,-0.891499,2.057372,1
-0.724428,2.980981,3.64963,-0.501655,1.527024,-0.017086,-2.907983,2
1.14637,0.923207,-0.356943,-1.590279,-0.450648,-0.609172,2.061224,1
-0.569574,-1.239431,-1.742585,-1.082294,-0.907437,-3.232415,2.448514,1
-0.523987,-0.679595,-1.184904,-1.016931,1.627377,0.642716,-0.366588,0
1.965785,2.168615,0.401266,-2.058829,-0.876869,-1.120143,2.59067,1
0.747403,0.437512,-0.455291,-1.452934,4.859123,0.021411,-0.283176,3
-1.787316,-0.804083,-2.229032,-0.944172,0.895765,-3.723412,1.905685,1
-0.359009,-1.689476,-1.297348,2.276742,1.664325,0.535976,-0.104109,2
2.460505,1.529944,-1.018523,5.829151,3.790703,1.445711,3.134804,2
1.214974,4.083346,-1.402022,1.561787,0.003645,0.61278,0.798206,3
-1.485163,-0.050788,-2.193049,-0.26171,0.497796,0.597337,0.383935,2
-0.27001,2.997937,-1.80181,0.977444,0.251518,1.194035,3.1708,3
-0.958294,3.875179,-1.588473,1.829971,-0.033976,1.218754,4.055033,3
-0.342679,1.237609,-0.545835,2.082362,1.47298,0.112728,-1.549256,2
1.440243,3.179052,-3.420562,0.633655,0.769642,-3.199622,1.06563,1
-2.382165,0.934387,-2.993417,-1.290192,-1.961039,1.879988,-2.250686,2
2.935422,-2.852613,1.052423,-0.677245,2.596,1.242726,3.422214,0
0.879074,0.724198,0.957145,5.01911,-0.670625,3.281565,2.725054,3
-1.334993,-0.849507,4.394475,-1.136856,2.187917,0.982092,1.59838,0
1.940102,1.881623,0.02315,1.769735,1.031633,2.37655,0.470754,3
-3.003467,-0.694666,-1.125218,-0.538645,1.38151,1.069496,-0.389082,2
0.312111,0.186112,3.226209,0.248458,1.419546,-0.964985,2.302327,0
0.078761,1.342688,-1.446402,1.075164,0.370377,-0.51022,-1.444912,2
-0.73124,0.245421,0.196687,-1.119114,-0.613312,0.349149,0.197401,1
1.135757,-0.186968,-0.063232,-1.768284,-1.906081,1.635475,-1.60097,1
-0.169268,-0.075997,4.130737,-0.194778,1.504353,0.529585,-0.794493,0
0.484099,-1.614643,0.995661,-0.110483,2.807499,0.900708,0.513714,0
0.796475,0.309359,-1.201671,1.7957,-1.38507,1.77533,3.144243,3
-0.598155,1.491753,-1.615549,1.084405,-0.292722,1.106244,-1.557302,2
0.325334,-0.476217,-0.843382,-1.98125,-1.326923,0.888684,0.42239,1
-0.096946,-0.642791,-2.317364,1.071801,-0.624158,1.918327,0.041214,2
2.225455,1.366395,-0.367122,-1.794539,-1.240102,0.475452,0.833818,1
0.922694,0.317152,2.114857,0.473689,0.686308,-0.119202,0.351822,0
0.634233,-0.545978,0.125149,1.698561,1.261491,-0.196102,0.656698,3
1.826291,-1.384339,0.221971,-3.359477,-0.159758,0.981999,1.935467,0
1.450206,-1.795912,-1.327857,-2.283171,1.086533,0.707373,1.323004,0
2.049287,-0.471089,0.085409,-0.879896,0.241385,0.404139,0.176024,0
-1.618299,-0.90517,-1.727407,1.170998,2.551717,0.263426,0.585446,2
-0.029837,-0.056262,-1.885402,-0.841282,1.222896,-1.193639,1.690086,1
0.371808,0.55007,-1.402724,-0.191649,3.412024,-1.738068,0.006786,3
1.68122,-0.980503,0.837697,-0.74385,0.86419,0.994095,0.349914,0
-0.843716,-2.123892,-2.579572,-0.104432,-1.669947,-2.684139,0.186818,1
-1.480998,2.732201,1.661353,0.882467,3.045911,-0.634677,-1.832798,2
