@relation art48-weka.filters.unsupervised.attribute.NumericToNominal-R11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3}

@data
1.491698,3.072606,3.826596,0.143669,0.707431,4.054523,-2.966346,4.914099,1.163551,3.965196,3
6.310489,2.518289,0.764431,-4.47522,4.802902,-2.9407,-0.421642,-1.49906,1.477449,-4.243749,0
-1.4139,1.3275,0.597478,-2.387453,2.390926,-2.508246,-3.211865,1.661736,-1.84329,-1.160226,0
0.944346,-2.588319,0.176993,1.745444,-0.686513,1.071786,0.114378,-1.632078,-0.294558,3.524298,3
-5.042485,1.181592,-0.105776,0.34815,-0.348644,1.315342,0.758642,-1.513163,-1.149486,3.861607,0
0.308935,-4.683573,-0.074022,-3.192866,-0.257821,-0.042003,-0.755123,-1.810123,-3.713677,-1.946233,3
1.480188,-2.022016,1.200418,2.714495,-0.343749,3.52403,0.364774,-2.957447,-3.903066,-1.097043,1
1.265054,-4.785725,1.488572,-0.025406,-0.486841,-2.269219,0.517948,-4.704936,-1.808217,1.640744,3
2.184598,-3.532915,-3.061142,0.433242,2.023227,-2.260981,-0.579795,-2.989857,-2.22262,-0.817401,1
0.219907,-0.10316,-1.231611,0.151238,1.490486,-0.510745,-2.081398,-2.465183,0.293029,1.056157,0
0.354034,-0.814762,-1.664326,3.567421,-2.318933,-1.99386,1.135946,-4.381985,-1.294457,-0.95306,1
1.071999,-2.045735,-1.414873,-2.208297,-1.343216,-3.635078,-3.372459,-1.289204,-3.257081,-4.382637,0
0.173237,-1.554723,-0.50835,1.226334,1.647859,4.137233,1.14768,-0.657804,-0.027996,-0.080204,1
-2.345277,2.783368,-3.675032,-2.305207,0.906477,-0.078086,6.718667,-0.814618,2.134582,-1.27849,3
1.220596,-0.219385,0.363211,0.402069,-2.513832,-1.235522,2.584097,-0.829836,1.811936,-0.511715,2
3.278939,-2.931189,-1.366863,0.995626,2.043344,3.14591,4.410762,3.953225,0.442493,1.057534,1
-2.890605,0.327166,-0.892508,-1.526718,-1.260282,-2.500089,-2.042547,-2.00686,-2.85917,0.907403,0
-0.294332,-0.261174,2.649464,2.138501,-1.010965,-3.328846,-0.313319,-3.326183,1.951079,-4.909585,2
1.318787,-1.011669,-1.761692,1.843633,-0.004499,0.944443,2.02651,0.130344,-1.79189,-0.749568,1
1.553476,-0.943768,3.586564,2.511199,-1.759088,-0.069267,1.692356,-0.866828,0.07962,0.045174,2
-2.804527,-0.594674,-2.017798,-1.024838,1.099633,2.93388,2.719895,-1.03289,-1.93176,-0.088886,3
-3.058953,3.250282,1.532513,3.385488,1.194302,-0.824561,-0.226503,2.914468,0.214365,-1.637127,2
0.493156,-1.937955,-0.861276,-0.138436,1.827571,-0.986097,0.483506,-1.734595,0.638485,3.190319,3
-0.699355,-3.35757,-1.697974,-0.72436,2.304886,0.792112,-0.638733,1.879385,-0.541099,-2.741134,0
-2.811382,-5.067071,-3.164562,0.023238,2.050699,-1.865489,-1.959304,1.881088,-1.973076,-5.800476,0
3.527974,-0.699086,-0.994923,0.212064,-0.458205,-1.320638,-0.108157,-1.942923,3.528879,3.862071,1
0.194964,-0.148026,-3.068044,-1.634019,3.127931,3.908666,0.047559,-3.923327,-5.268634,-0.387494,1
-2.932214,-0.705768,-1.428463,0.020541,-1.309035,-1.642349,-1.775236,1.10444,-1.531703,1.921324,0
0.750488,-0.68642,-1.711262,-2.969058,1.769177,-4.994008,-1.325499,2.438838,-1.14513,-4.793305,0
0.738162,-1.272369,-1.044525,-4.012633,3.937425,-1.212516,-0.011185,-4.94941,-3.122284,4.822319,1
1.740468,0.949729,-0.491415,-2.40343,0.135091,3.684939,2.073276,4.586958,3.722732,-0.335399,3
1.677698,4.445427,0.77331,2.80105,-2.839609,-0.032381,-1.822227,-2.099871,-0.390024,-0.897778,2
-1.444485,-1.380762,0.659132,3.657327,-0.216422,5.235227,-1.672093,-0.200694,1.736745,3.649989,3
3.919641,-1.927872,-1.14142,2.33183,-2.267814,-3.271929,3.187306,-1.802855,1.95227,-0.382597,2
1.298467,-1.561828,-0.752438,-0.177256,3.321931,4.530438,4.302814,3.971426,-0.496161,2.085306,1
1.39704,1.237147,4.920815,2.52834,0.172784,-2.112368,0.801014,-3.688798,-1.639091,-0.829294,2
0.55788,-1.910489,-1.292244,-1.792983,0.383758,-1.489307,-1.373965,-1.446447,-1.506985,-2.567187,0
-1.37038,-1.653326,-2.538836,-1.577119,-1.377456,-0.884976,-0.917899,-2.647817,-2.513229,-0.197381,0
-1.009121,8.303791,-0.369501,2.882492,-4.194087,-1.425927,-0.553469,-3.110568,2.543047,-3.469461,2
-0.544285,0.175875,1.567201,3.860705,-2.95975,0.537511,1.481563,-1.494763,-0.335795,-0.422933,1
-2.852341,0.266355,-2.342433,1.715783,1.758464,1.230314,3.660649,-0.122067,3.218139,2.297156,3
1.231721,-0.037238,-0.271689,1.915523,-2.074532,1.189632,3.125467,2.78081,0.382322,3.840639,2
0.597788,0.717564,-2.566059,-0.597778,2.165109,5.561937,2.615761,2.049857,-1.383304,-0.147236,1
-1.793974,0.060506,-0.332997,-0.407334,1.650926,-1.231865,-1.433798,0.285035,-0.816375,-1.11784,0
-1.404197,-1.468415,2.241297,2.117619,-0.596479,0.861362,-0.864719,0.186213,-0.257243,1.652672,3
0.203783,0.757729,1.713721,1.315806,0.631428,1.400192,3.192114,3.861243,-0.992436,3.12624,2
0.562709,-0.867586,5.463199,5.057482,-2.151504,0.087128,1.804296,-0.966065,-0.360538,-0.798903,2
-2.121071,-2.827829,0.057439,1.141212,-1.605147,0.37039,-2.491602,-3.694398,-2.517967,-1.134523,0
1.302911,-5.043518,-2.868261,-1.226852,4.628364,5.400164,4.603001,0.354567,-4.848362,-2.776223,1
-0.284787,-1.591567,-1.226404,2.997558,0.951414,-0.174937,-0.488115,-3.239966,-1.745863,-0.253561,1
-5.269964,-2.779409,-3.240203,-1.311415,1.422533,-2.831896,-0.959429,-1.461887,-2.571833,-1.617712,0
1.555916,-2.57915,-2.089665,-3.220154,3.360422,1.690374,0.216437,-1.354558,-0.554966,-2.357228,0
2.158035,-1.613665,-2.832067,-1.243293,1.591636,0.673007,4.664098,1.896609,-2.311617,0.478049,1
1.030076,-3.143578,-2.368299,0.054549,2.737758,0.8327,0.913835,-3.931266,-2.691423,0.198042,1
1.551312,0.871533,2.306515,1.901933,0.884818,-1.176518,0.623683,-1.640863,0.150646,-0.242796,2
0.95682,-1.476144,-1.400304,-2.319014,1.019727,-2.056478,0.413388,-2.25072,-1.423432,1.947026,3
-0.548068,-0.763083,2.730506,2.492566,-0.995717,-1.08436,1.547231,0.243885,-0.362837,-2.564088,2
2.575826,-1.269681,-1.068302,-1.299767,2.748591,0.057029,3.267238,3.024237,2.103967,5.074638,1
-3.291336,-2.629689,-1.147251,0.295122,-1.885391,-0.843592,-1.486835,-1.208067,-2.651589,-0.635415,0
3.841159,-2.742266,0.169145,-1.252572,-1.633771,-0.887838,1.525928,-1.667439,1.279024,0.428594,2
-0.137766,-1.703074,-0.334141,-4.581908,-0.884851,0.791909,-1.64378,0.938501,-2.559297,-0.88412,3
-1.632681,-2.661137,-1.456025,0.785069,1.397802,1.456954,-0.6578,-1.562034,-0.255158,-0.369475,0
3.7311,-2.344942,-0.131147,0.301293,-0.077482,-2.579695,3.861676,-1.151744,0.793524,0.938252,2
2.053245,0.115008,0.497087,-0.829325,1.072142,-1.546264,2.858604,-1.604343,0.509212,-0.879265,2
1.301035,-1.595126,2.04171,-1.282737,-0.01067,1.255301,2.395801,0.810582,1.133498,1.516414,2
1.640432,-4.493224,0.755351,-0.568382,2.1327,-1.38534,0.42169,-4.63453,-3.236214,1.593939,1
-1.703041,-0.59681,-1.80138,-0.888927,-0.04042,1.006144,1.342992,-2.370853,-0.458562,0.999745,3
-1.179103,-3.095651,-1.802088,-0.78036,1.483567,-1.249196,2.347229,-4.494203,-3.710924,1.013319,3
-0.168608,2.133141,0.723935,1.93416,-1.798839,-3.456805,-0.94929,-2.847522,1.830308,-3.574629,2
0.440766,-0.402989,-0.2649,-3.293502,2.380179,-2.807057,2.950679,-2.735162,-4.099159,0.225797,3
-2.004401,-0.03748,-2.245118,-1.86327,-0.435298,0.521731,2.604286,-1.825956,-0.402466,-0.133517,3
