@relation art45-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2,3}

@data
0.252317,4.010712,-3.135585,0.825565,-1.349476,1.215727,-0.081241,2
-0.642907,-1.347799,-0.958381,1.33841,0.383602,1.425948,-0.078492,2
-4.652234,1.479979,2.797886,1.384518,0.88324,1.800794,1.001053,2
1.048511,0.463002,-1.195933,0.550569,-1.226067,-0.122144,-1.300709,0
-0.742451,-4.121998,-2.375909,-0.437762,-0.522735,2.686015,-0.901965,3
-2.068628,-0.033736,2.700449,3.040716,3.400843,1.180007,-1.083381,2
-1.819691,-0.249347,0.158909,-0.30825,1.079336,1.705999,-0.121129,3
2.484897,-1.686119,0.637518,-0.003484,-1.739722,0.671172,2.223817,1
2.285573,1.222813,-1.839858,0.794854,-0.006728,0.939677,-0.246767,0
-1.737241,0.523408,-2.894013,-1.595509,1.344282,-0.566501,-1.693478,3
1.613474,3.200152,-0.993797,-0.331731,0.233142,0.2151,0.771042,0
-0.010166,-0.043018,1.23792,-0.776245,2.15343,0.582609,-0.169089,3
2.205388,1.513465,-1.798122,2.434559,-0.265688,0.093232,0.134501,0
-0.753913,-2.609876,-0.392577,-0.824353,0.087145,1.591235,-0.397091,2
3.145541,-0.734079,-0.294215,-4.950749,-0.436707,-1.732965,-2.089973,1
1.266076,-0.005548,0.820539,-2.39498,-0.200878,0.273334,-0.229711,1
3.038921,-0.142796,-2.781641,6.105691,-1.250571,-3.281007,-1.789904,3
-1.823166,1.120983,-1.26381,1.823058,0.533583,1.203574,-0.419236,2
-3.287557,2.031558,0.823403,2.994805,4.514887,1.195973,-2.815831,2
1.433616,-2.534343,1.408077,-0.548791,-2.062889,1.5028,1.560737,1
6.26603,-4.690652,-2.541236,1.191964,0.279205,1.096374,0.510658,3
1.819076,-3.49402,1.071584,-0.043758,-4.039114,2.333835,2.815224,1
6.26259,3.567708,-4.95091,3.715268,0.627896,1.747005,2.201469,0
-0.784793,1.437254,-2.836219,-2.564276,1.387313,-2.796787,-3.644138,3
-0.637402,-0.262156,-1.17721,0.34557,0.406925,2.900633,-0.807137,2
-1.265048,-3.384086,2.242403,-5.529467,2.022034,-0.96544,-2.466855,1
3.581323,-3.686,-4.46958,-3.219782,2.849093,4.674066,1.150595,3
1.703764,1.553262,-1.99488,1.475587,-1.591113,-1.347343,-2.065005,0
2.251782,-1.977694,2.250629,2.238649,-1.529609,1.190603,3.18827,1
-5.902035,0.595633,0.164667,0.250561,3.160114,0.993136,-1.071705,3
