@relation art14-weka.filters.unsupervised.attribute.NumericToNominal-R11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3}

@data
2.716986,1.342839,6.635689,-2.789161,2.178769,-3.868205,-3.172486,3.152995,1.702039,0.626912,0
1.707644,2.266188,-1.386048,-1.865508,0.020575,-1.482334,-2.722988,-2.410637,-1.637522,2.25842,2
1.290495,-0.585803,3.251196,-3.441918,-0.779955,0.437694,-0.702567,0.864284,1.460545,-3.272127,2
0.918324,1.481427,-0.489967,-1.003506,-0.701856,-2.248691,0.034927,-0.753568,-0.718639,-2.349764,0
1.406418,2.304002,-0.768672,2.759377,-2.100658,-0.073095,-2.77061,1.143757,-1.20794,0.35148,1
-0.467388,0.656103,2.542013,0.57342,1.2608,-2.276693,0.327004,1.396587,-2.514259,-1.530576,0
0.806374,1.243716,2.396262,-2.991653,-1.463741,3.908707,3.927245,1.015371,-1.096555,-3.557324,3
-1.352725,-0.18019,2.070458,2.06549,2.005493,0.800917,2.498513,1.140956,-1.349483,3.401264,3
1.522388,1.059527,-0.097204,1.689356,-3.101608,-1.150755,0.054941,-0.098073,-0.128324,3.358115,1
0.504559,2.69223,-2.171565,-2.190518,-1.05297,1.828413,-1.926689,-1.762453,-3.310302,1.723466,1
1.921874,-1.756291,-2.40843,0.338407,-2.742034,0.13403,-5.882611,1.093022,2.861103,-1.90633,1
-0.040168,-3.098726,5.571678,-1.564626,3.725836,-2.654506,-1.316378,3.999846,-0.51637,-1.09029,0
2.426573,-1.363436,0.593127,2.612725,-0.236404,-3.880672,-2.017168,-1.142095,-1.642315,3.580336,2
0.594765,0.269788,-1.744927,0.482052,-0.001851,-1.551296,-3.261644,-1.756047,-1.078672,-1.447538,1
5.237871,0.696767,1.953036,-1.023866,0.201522,-0.658388,-4.318757,-0.223028,-0.55666,1.089879,0
1.688816,4.836458,-0.50795,-1.689304,0.604234,-3.564824,-4.284627,-2.855945,-4.986516,-2.594491,2
-3.377102,-0.141621,3.554667,1.86555,-3.13952,-1.03258,-1.788641,2.082706,0.786386,-0.672526,3
0.517733,3.412954,-5.190877,-1.923073,-3.383187,0.198591,-0.222146,-5.73198,-4.902411,1.628991,1
-2.667468,-0.594228,-1.22568,0.564195,0.63326,0.641865,1.176755,1.509327,-2.851961,-3.583673,0
1.819287,-3.100317,2.503008,-0.811323,-2.607664,2.641997,0.822904,-2.293101,-0.61384,3.156545,2
-2.834023,-0.030286,2.604541,-1.096839,2.313073,-1.959456,3.498767,1.43124,2.13312,1.42502,3
2.208256,-0.586712,-2.55345,1.236859,-3.876666,-1.280439,-4.70745,-0.723897,1.517226,-1.929931,1
0.814758,0.449187,0.083851,-2.319485,-0.626754,0.502455,-1.434224,1.579733,1.046975,0.44238,2
1.330586,-3.503711,4.076353,-2.048976,-0.949394,2.340585,-0.522033,-0.37298,-1.235872,1.56453,2
3.690771,1.107911,-1.48757,3.623358,-3.19504,0.285132,0.267431,0.870976,0.616536,2.678748,1
4.862921,-0.860598,-0.198674,-0.877773,0.46039,-0.516447,-3.022467,1.823876,0.142122,-2.427883,0
0.341546,-1.801249,0.043869,-4.294992,-1.287746,2.505081,1.500489,0.373579,-0.304758,0.643558,3
-0.629458,1.846208,0.933006,-3.535392,0.310069,0.855625,-1.164952,-0.600117,-0.76162,-4.362231,2
1.722289,3.583733,-5.712468,-0.401304,-0.161083,-1.672259,-3.364104,-3.522897,-3.608358,6.413075,2
-5.416066,-7.285397,0.952712,-1.303135,-2.655999,-5.81825,-3.074928,3.239109,3.974155,3.191791,3
-2.017518,-0.732879,-1.325862,-0.962257,-2.009862,1.026568,-1.124233,3.744452,-0.83757,-1.423507,3
-0.269963,0.684111,-0.533997,-0.877686,-1.25821,-0.701282,-0.642019,-2.600941,-2.10484,2.16862,1
-2.244591,-1.196213,0.751834,-2.727995,-1.579201,3.392765,2.295783,-1.08945,-1.639099,2.568861,2
-0.170404,-2.588221,-0.198283,-0.603383,-2.130155,1.654259,-0.062524,-0.180265,1.440313,-0.80105,2
-2.309817,-1.302612,1.701803,-4.096001,-2.372739,-0.233878,-1.841648,1.190132,-0.738955,-0.499169,3
-1.598913,-1.830226,1.694626,-2.734373,0.790256,0.696787,2.01095,0.66663,-0.360023,1.967002,3
2.80445,-3.01058,1.333722,0.250707,-0.800231,1.136009,-2.646824,-1.851722,1.291377,-1.602873,1
2.625411,-0.839624,-1.017246,2.209903,-2.165189,-1.930751,-0.749774,-1.466675,1.5157,-0.469291,1
-2.138693,-2.707196,1.037293,1.827002,-1.513935,2.51756,-0.314397,2.180245,-2.654951,2.29021,3
1.490002,-2.771771,4.189233,-3.341128,-2.294365,1.949247,1.041812,0.330042,2.478234,-3.484897,2
0.929545,0.585508,-2.896965,-2.739269,-1.649026,0.718246,-6.357037,-2.476379,-0.65639,-4.836729,1
-2.828318,0.594399,3.410768,-0.802147,3.891106,-3.433324,0.313961,0.932352,-0.992471,-2.548078,0
1.260462,0.752613,0.599157,-0.220066,-1.115105,-1.967819,-1.987639,-0.650006,-2.076152,-3.011865,2
2.698281,-3.369679,-0.059486,0.988877,2.043334,0.073952,-1.331857,1.853604,-2.682942,-1.651927,0
-1.895665,-2.216062,1.511349,-2.703602,-0.977278,-0.118181,-1.688366,-0.463833,-1.355348,3.858263,3
1.089693,0.299853,-1.768138,0.101529,-1.714623,-1.111356,-3.270486,-0.866192,-0.358022,-0.153121,1
2.264393,1.289716,-5.23106,-1.05849,-2.003896,2.686199,-3.696522,-0.168171,-0.759494,1.220217,1
0.633668,1.862459,-0.847363,-2.428676,-0.232735,2.08106,-1.430897,2.384241,0.661222,-2.801202,0
1.690973,-1.438277,0.010964,0.283445,0.112327,-2.916349,0.70851,1.173999,-1.857935,-2.055157,0
-0.71119,-0.09611,1.305098,-2.437303,1.396094,-3.352746,0.605764,0.454979,0.645083,-2.49019,0
-2.351282,-0.677503,-0.515174,0.462508,-0.051937,-0.129014,0.875421,3.429752,-1.322587,-0.22266,3
2.28027,1.197101,-2.709058,1.147604,-0.209068,-1.101791,2.215937,-2.355048,-0.273416,0.510022,1
-1.337541,1.249998,0.26276,-0.812964,2.979565,-1.005788,-1.276305,-2.090764,-3.167771,-0.415425,1
1.416751,-1.355421,1.015555,-1.516854,-1.086602,-1.995465,0.007568,-0.121522,0.391173,3.707035,2
-0.646897,-3.917789,0.194064,-0.982483,-3.857971,3.200648,0.374875,1.8078,-2.362885,0.295676,3
