@relation art08-weka.filters.unsupervised.attribute.NumericToNominal-R11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3}

@data
1.910824,-0.560703,1.380808,-0.409974,-1.146853,-3.159875,-0.201156,-1.232446,0.12416,-0.505333,3
-1.427697,3.233452,-1.267739,1.069812,2.573096,-1.98194,-1.299044,-0.102994,0.285036,-1.549534,3
0.56452,3.230473,-1.511899,1.913659,1.467485,1.801563,-0.488802,0.368001,1.326118,-0.472985,3
2.914433,0.147649,-0.440756,1.539337,-2.536109,-1.880444,-2.484306,1.532912,-2.150889,-0.370852,3
-0.260956,2.701701,-0.072006,1.266608,-1.494241,0.967952,-1.973737,3.634833,2.14796,-1.538125,3
-1.729673,-4.479833,-0.57095,4.045864,-3.036249,-2.858995,0.172704,-3.269274,-1.431258,0.970437,1
2.563789,-1.340121,-1.459433,2.018071,-0.865506,1.997091,1.180673,2.412621,-0.54103,-0.754094,3
2.824703,0.140846,0.624197,-0.042435,1.381997,1.806291,1.518591,0.617587,-0.921904,-1.372469,0
0.501778,0.174603,2.169677,-0.216746,0.590828,0.633249,1.845997,-1.51656,-0.767651,0.249521,0
0.3913,0.75336,-0.285642,1.184272,-4.988557,4.668215,-5.316789,2.622514,0.097969,-0.671348,3
-1.542678,-0.287519,1.257901,-0.813484,-2.725384,-1.888572,-0.141296,1.657713,0.876176,-0.087822,1
-2.148549,-1.174054,0.193169,-0.006162,2.521204,-1.239079,-2.09927,-1.65774,-0.566641,-3.659316,2
1.841904,-1.309797,1.848712,-1.133012,1.293317,-0.399993,-1.192564,2.844222,2.758526,2.033004,1
-1.724474,-1.829137,1.135874,-0.635159,0.947157,-1.849315,0.097623,-1.047064,-1.961586,-4.41935,2
1.248078,0.310723,-0.300242,0.602041,4.760677,1.429544,1.892357,-0.049284,0.069952,-1.661077,0
-1.01388,-1.238852,3.871749,-1.138324,0.365427,-3.032956,0.94445,-0.779038,-0.19179,1.401082,2
-1.169787,-0.604188,0.688,1.105507,0.202783,-1.972716,1.578845,-0.921729,-0.225598,2.085145,2
2.968101,-0.179537,0.720911,4.081767,-3.500627,0.576814,-2.587044,0.257178,-0.058283,-2.044829,3
-0.850445,-2.225817,0.561149,0.647902,5.848875,-0.781952,-2.479118,-2.117032,-2.47173,-4.405322,2
5.539204,-0.593085,-0.051889,-4.911726,0.360149,0.006505,2.512352,-2.190942,-1.32769,1.924037,0
-1.094735,2.689618,-1.195023,0.111,2.420455,-0.167253,-0.610306,2.687297,-0.380088,-2.113047,3
2.262636,3.664335,-0.098944,-4.291901,0.886901,3.775762,-1.234027,-1.946103,0.708907,0.378729,0
0.367667,1.365757,-0.450164,-2.87855,-0.729798,2.594701,-4.626809,0.904013,-1.99388,0.051898,1
-0.758533,-0.330434,0.704158,-1.945845,-2.46922,-4.267175,-1.538975,0.963681,-0.925932,-1.16528,1
-1.295294,-4.382873,1.748069,-2.16306,-0.050685,0.280244,-1.216027,-0.907253,0.523243,1.384503,1
2.242457,-2.052053,1.279167,-1.842708,3.986554,3.277894,2.739911,2.440823,0.678316,0.658073,0
-0.871927,2.05947,4.228378,-3.275578,0.901582,0.698779,2.740257,-3.794944,-1.783082,2.701104,0
-0.153343,0.847131,-1.7866,-5.761795,1.855447,-2.711735,-3.794755,-4.26807,-4.329387,-0.742276,2
-0.248123,1.319431,-0.59937,-2.826243,-2.207431,-0.495801,-0.349814,-1.60414,-2.236746,-2.024646,2
0.777628,0.511198,3.254268,0.868932,-1.192166,-0.405444,-1.159543,0.400985,2.080285,-0.378416,3
0.34098,-1.213978,0.684152,-0.327065,-0.889723,-1.976119,-3.676744,1.177084,0.51472,-0.144953,1
-1.852139,0.88772,1.440692,-3.433845,2.292426,-2.266032,1.649709,-1.239637,3.084012,0.528538,3
2.228203,-1.898079,-0.440707,-0.667199,2.962175,0.279079,1.48479,-0.259777,0.816077,0.453613,0
-0.384168,-2.200309,1.019198,-1.35355,1.168566,1.716027,1.693845,-0.768312,1.868513,1.258349,0
-5.600487,0.181108,0.758264,-0.107597,0.104407,-3.854099,-2.405261,-1.811315,-0.143724,-2.677519,2
2.304625,-2.232142,2.678178,-0.242056,-2.424059,-2.163518,2.006422,1.485871,1.323045,-3.123311,3
-0.788982,-1.598435,1.690052,0.163551,0.560487,-1.136736,1.240882,-0.3386,0.307373,0.679477,2
-2.566934,0.67648,-1.241041,-0.354292,-3.024899,-1.19072,-1.017548,0.70284,0.533586,-0.068413,1
0.438242,-1.805408,2.466893,-1.633526,1.657982,2.533658,2.50898,1.382965,0.190884,2.095262,0
1.025056,-3.535597,2.857458,0.319095,-0.328716,-0.176894,3.131657,2.737812,-1.169811,1.474436,0
-2.748791,0.546318,4.093408,-3.323506,-2.706818,-2.192602,-2.539817,0.969173,0.507459,1.663296,1
-1.862741,-2.168872,1.968069,-1.182343,-0.507834,2.798145,4.458251,0.73762,-1.498233,-1.698986,0
0.875225,4.215353,-0.53368,0.958041,-0.354101,1.083123,-2.184189,0.573541,2.070321,0.58764,3
-2.942951,-1.548275,3.203385,1.558545,0.619382,-2.732234,1.265552,-0.517102,0.263182,-1.067365,2
-4.523982,-3.913237,-0.88908,0.209468,3.410804,-3.389919,0.282842,-3.44523,-0.44071,-0.744539,2
1.987005,0.930242,3.092883,-0.612384,-3.621799,-3.147445,-0.407178,0.983503,2.81729,-1.363867,3
1.984422,1.123638,-0.112916,0.383835,-2.353789,0.104572,-1.839997,2.250478,0.743841,0.144489,3
-0.989168,0.367605,0.980877,-0.339988,-0.087987,0.237693,-0.245249,1.557589,1.71733,2.258179,1
1.170461,-2.952897,3.463144,-2.087175,2.196101,2.140671,-0.503875,2.711376,2.494629,0.982312,1
-1.115535,-1.331458,0.039259,-4.501019,-3.306795,-2.332283,-1.609666,1.358669,1.303737,-0.718962,1
-1.230136,-0.464462,0.710039,-2.864534,1.402004,2.280543,3.342439,0.139457,-1.135219,-0.659816,0
2.859286,-0.893078,2.66358,0.935535,-0.748129,0.917858,2.286056,2.060816,-1.67149,1.556026,0
0.261624,1.491034,2.162433,0.963793,-0.142109,-1.727667,-0.460214,2.024039,1.24777,-2.706742,3
0.545969,1.718851,2.699273,-0.803187,-0.136702,-0.860741,1.203811,-0.46027,4.565157,1.637407,3
1.784477,0.594785,0.460184,2.434542,-2.011766,-0.624016,-0.809759,0.098381,2.284232,0.594862,3
4.775713,-0.353923,1.390993,0.238377,1.384797,-1.655436,-2.211086,0.714377,1.552712,1.987499,0
-2.935367,-1.440739,-0.078423,-1.73029,2.310141,-1.62724,-3.182644,-2.306927,-0.701091,-1.405974,2
-5.282061,-1.490668,-0.063324,-2.98855,-1.772272,-3.435219,-0.418387,-2.6828,0.757465,-1.831372,2
-0.594861,-2.588429,2.711256,-4.365747,0.260863,3.933211,1.165112,0.622318,2.802003,3.53294,0
-0.503709,3.942698,0.299126,1.078046,1.535106,-3.160451,-1.183688,1.895203,1.140413,-1.907717,3
2.751599,-2.252846,2.371522,-2.705095,1.77309,2.254706,-0.645363,2.641285,2.640897,2.367856,0
-0.715978,-3.302218,-0.236089,0.597227,2.300588,0.072354,-0.958083,-3.210384,5.287262,0.889897,0
-1.331419,-1.795701,2.825465,-1.039156,0.623728,-1.695839,-0.282834,-0.675096,-1.927071,-2.717007,2
2.104678,0.469262,1.085783,-0.980802,-0.247721,2.336733,-1.667355,0.994649,-0.763777,-0.224017,2
-0.677629,-0.602902,0.083674,-1.785947,3.547296,4.869801,4.176463,1.356965,-0.182209,-0.580224,0
0.954509,-2.418467,-1.218244,-2.141729,1.932392,3.3338,2.910342,0.562081,1.138429,-0.646629,0
-3.845456,-0.182485,2.008832,2.81924,1.488006,5.351815,-0.482147,0.452268,-3.019771,-3.746764,1
-2.502075,-0.394048,2.405327,-2.581124,-0.709848,-3.47075,-0.516171,-1.602697,-1.175901,-1.970024,2
0.675952,-1.067143,1.243938,0.112627,-0.009434,-1.093609,-0.620678,1.750829,0.291855,-0.39936,1
1.201739,-3.002523,1.449545,-1.745391,1.918296,1.610515,-1.10112,2.255932,0.96099,-1.178833,1
-0.432882,0.850918,2.751835,-1.483306,-1.912071,-0.691031,-1.266477,1.230442,-1.323897,-2.67919,2
2.556698,-1.335288,1.832486,0.123407,-1.128021,-2.411353,1.392007,1.056594,0.514888,-1.412471,3
2.396711,-3.944126,2.445675,1.394729,1.384283,0.165299,-1.873953,1.667206,-0.157457,-2.272912,1
-0.56723,-5.003291,-0.363586,-1.43547,-2.200555,-2.832423,0.623003,-1.201667,0.07598,0.313869,1
