@relation art03-weka.filters.unsupervised.attribute.NumericToNominal-R11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2}

@data
-2.888601,-0.282097,1.779555,0.896587,-2.315247,-0.971484,-0.639197,0.090652,2.936285,3.459973,0
-0.964967,-2.325999,0.597823,-0.880029,-1.428598,0.743223,-3.4409,-1.223567,1.671529,2.474726,0
-0.702003,-3.416365,1.996331,-0.6204,4.263503,0.26092,0.521374,-1.731768,1.253439,-0.654829,1
0.705749,0.169797,-0.88236,-3.145801,-4.117793,0.22129,0.899939,-0.379422,0.081785,-0.848026,0
-1.883813,1.269863,-1.984734,-0.322052,2.326672,-1.500958,-3.818425,0.156665,2.733874,1.441176,0
-1.578164,2.279987,-0.194857,-1.032773,1.311564,-2.276906,-1.977569,2.125221,1.108599,-0.502531,1
-0.771508,-1.795883,-1.655723,0.672411,-3.872663,0.396912,1.104998,1.253731,-0.534181,0.73418,0
2.741809,1.807281,3.119142,-0.237055,1.309852,-1.056093,-2.319871,-0.070023,1.522412,-4.393862,2
1.821118,1.932327,-2.051632,-4.30447,-0.28648,-0.422858,-0.85749,-2.042929,1.757757,-2.10171,0
1.36611,-0.608674,2.268543,-2.45567,0.977023,1.14302,0.610445,1.156024,-0.370541,-1.530628,2
-2.14773,5.37648,2.932633,-3.145121,-2.36563,0.480026,3.856074,-0.741083,4.419326,-1.065898,0
2.586112,0.058861,0.29314,5.731285,3.889139,0.153978,0.470224,-0.226038,4.20547,6.520771,1
2.51877,-0.941113,-0.014971,2.765329,2.437994,2.400957,0.524803,1.178604,-2.593963,-0.557701,2
-0.907436,-4.705516,-1.014802,2.086508,-1.587337,3.31552,-0.349896,2.792321,-0.213959,2.843354,0
-1.423045,0.178541,-2.595298,-1.361575,1.56853,-2.62229,-1.842562,3.16097,1.784835,-0.155887,1
-2.521874,-0.103935,-0.617959,2.057975,0.665119,1.890875,0.277275,0.828529,0.488499,0.978287,1
0.367877,2.073726,-2.507599,-3.355886,1.087985,-1.589364,-2.75709,-0.174559,1.378526,-0.410202,0
0.254852,-2.343167,-1.557392,0.421696,-0.24808,2.325279,1.279481,1.069793,-4.665372,0.054235,2
-0.941784,1.382339,2.394376,-2.207636,-0.69899,0.607708,1.462609,3.464897,-5.137873,-4.420459,2
2.653573,-2.575546,0.511741,1.342304,0.754661,1.062841,-1.210404,-0.758407,-2.285153,-1.207091,2
2.044551,-1.843746,-0.2471,0.255762,-0.852804,5.047566,1.234804,1.629401,0.150246,0.961239,0
2.786659,2.800228,1.999339,2.599156,-0.248614,1.495524,4.076995,-2.376606,-4.149597,-0.674775,2
-1.388759,-0.441597,0.849092,0.519629,0.992967,2.031552,-0.804544,0.731144,-2.074505,-1.364477,2
0.122144,-2.197496,1.876986,2.324039,4.389739,1.783773,-0.758997,-0.171178,-0.093422,0.776368,1
-1.93093,-2.421606,-2.786454,-0.537036,0.476781,-1.280024,0.357359,0.81225,0.675734,-0.507211,1
1.305937,0.670499,-3.601112,-1.171677,1.373506,4.476623,0.65724,3.534981,0.302393,-0.369337,0
0.193838,-4.326936,-0.945069,1.770694,-0.164038,4.139217,-1.912202,0.792867,0.414474,2.315273,0
0.736992,-4.63058,-3.321353,-2.610817,4.847589,-4.053595,-2.77653,-1.297947,-0.838633,0.590907,1
-0.324654,1.444718,-0.781094,-1.122804,-2.448068,-0.029657,1.146631,2.909885,1.017095,2.728762,0
-0.305916,2.472144,0.70516,2.35753,2.539329,0.481601,-2.827834,1.951175,1.724921,3.569268,1
0.671846,0.60099,0.49821,-4.128268,-2.510371,3.030963,2.355349,0.768054,0.93001,-1.654229,0
4.748591,-0.83402,-0.897093,1.696575,-0.222987,2.832297,0.205019,-2.802748,0.079143,-0.004566,2
-0.708093,-0.307091,1.868788,-2.17365,-6.900843,0.273727,1.855766,-2.236367,1.185704,0.37311,0
-2.883896,-2.708728,0.514518,2.956234,0.260324,-1.860707,-4.503495,-3.645015,2.816941,1.74418,0
2.081154,0.495995,0.086211,1.133473,2.438161,0.307034,-2.993012,2.801396,-1.293189,-2.798689,2
-3.749242,-0.51578,0.018311,0.060412,0.543542,-3.921962,1.411459,-0.370975,1.364527,3.743068,1
-0.028131,-2.244084,0.258154,-0.764587,0.055947,2.957664,-1.44413,1.840099,-3.149148,-1.12065,2
-0.715548,1.833377,2.905152,-2.530301,0.160684,1.829537,-1.36048,-4.861883,4.717468,-1.003958,0
-1.14207,-1.643507,-0.515461,0.747938,2.096579,-2.649202,1.99944,-1.397409,1.858925,1.323622,1
-2.278958,-2.761468,-2.341065,-1.802614,2.430918,-2.229558,0.327003,-1.14332,0.273904,0.106622,1
-4.726418,-2.923602,3.256094,0.103087,-3.240391,2.401224,1.312516,1.578919,2.025799,1.760323,0
4.566855,1.358253,0.805219,0.561616,2.102125,0.912995,2.873908,-1.337184,-2.2072,-0.755655,2
-2.153119,-1.274321,1.167804,-0.238537,1.547484,-0.156549,-0.574751,0.230985,-1.343441,-2.180135,1
0.08202,-1.804738,-1.687846,-1.499018,0.814501,-0.459253,-0.471578,1.234071,0.641832,-4.52353,1
-2.367079,2.343751,3.064597,0.843421,0.739812,0.133401,-0.551118,-0.683053,-2.721047,-0.062913,2
-2.448257,-0.92405,0.699337,0.512814,-1.989409,2.563662,2.256841,2.787574,0.969024,0.618319,0
