@relation art22-weka.filters.unsupervised.attribute.NumericToNominal-R7

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute class {0,1}

@data
-0.470606,4.369375,2.825928,0.91074,-0.711936,-1.142412,1
1.287293,0.172302,-1.156411,0.526152,-1.144276,-1.297315,0
0.573104,-1.102037,-1.773096,-2.599277,0.935276,-0.497938,0
0.879836,0.949371,-2.364797,-3.5681,-0.227265,-2.287454,0
0.807829,-1.051287,-1.696117,-2.499661,-2.228772,-0.086646,0
1.06189,0.0832,-1.128623,-0.166035,-0.102608,-0.354591,0
1.45433,2.594467,0.567554,1.638611,1.636565,2.232459,1
0.590942,-1.943719,0.069227,-0.001754,-1.608562,-2.241764,0
1.960981,-1.722411,0.658564,-0.688868,-1.425363,-0.405196,0
1.887779,2.085102,1.329088,-0.496003,0.183927,0.794774,1
-0.426723,0.873469,0.608234,0.788941,2.559817,-1.745575,1
0.449441,-3.221861,1.208228,0.250077,0.682853,-2.541159,0
2.206656,-0.640427,-0.88889,0.813124,3.209038,0.96059,1
2.172212,-1.86498,1.253191,-0.669342,0.300814,-1.093877,0
2.034177,-1.673456,0.530973,-1.620054,1.053834,1.114057,1
1.021666,-1.948998,-1.433664,-2.213556,-3.57588,-0.134845,0
2.522039,-0.183174,0.437643,-1.043746,1.219846,1.471706,1
1.81313,1.292956,1.563346,0.851586,-0.288558,2.648727,1
-0.597114,-1.703153,0.670352,0.807671,2.713083,-0.817033,1
-0.864231,-1.530576,-2.140655,-0.591857,-0.596009,-1.57327,0
1.291958,-1.003638,-0.607256,0.641509,2.917593,-0.26618,1
-1.608893,0.483874,0.420772,1.868216,3.203441,-1.752159,1
-0.320033,3.196864,1.830138,0.349971,0.64902,-1.717853,1
0.887858,-0.924358,-1.264849,-2.072628,-0.015531,-0.993798,0
1.403407,1.960292,0.758878,-1.027018,1.275891,-0.103876,1
0.551298,-1.182086,-2.05818,-2.644853,-2.363239,-0.694688,0
1.227161,-2.246331,-0.422542,-3.920937,-0.681213,-0.491179,0
1.78814,-0.958544,0.074358,-1.52493,0.40859,-0.562066,0
1.332279,-0.687873,-0.823373,-1.336581,-1.998574,-1.028423,0
1.928908,0.860258,-2.188971,0.582861,-2.83801,0.379199,0
-0.073914,-3.438309,-0.337629,-1.524692,0.057222,-1.861187,0
0.789741,-1.713204,-1.477976,-1.98463,-0.986561,-0.609207,0
1.826683,2.364444,2.563082,0.29608,-2.050839,0.991924,1
0.183351,0.082968,-1.848629,0.516701,-1.326141,-3.314434,0
0.898742,-0.954595,0.423765,0.350131,2.3647,2.220384,1
3.07013,-2.012907,0.299063,0.827645,0.804314,2.060522,1
1.818807,0.15615,0.06063,-0.462741,0.739734,0.264525,0
0.285118,-0.364937,-2.192857,-1.822757,-0.460796,-1.435015,0
1.078736,0.638465,0.385224,2.654097,1.697025,1.28054,1
2.595073,0.538232,-0.551235,-1.008203,-0.471499,0.268414,0
1.446474,-0.53471,-0.346396,-0.241336,-1.946131,-1.098909,0
-0.627217,3.320427,1.727875,2.029809,0.807204,0.83981,1
0.415595,-1.294549,-2.321366,-4.304834,-1.056361,-0.9683,0
1.224256,1.740007,0.314326,1.472399,1.683385,0.954109,1
1.552297,-1.794731,0.221172,2.029076,1.525447,1.006545,1
0.790726,5.917313,3.003362,0.900965,-1.891499,0.248602,1
-0.069031,-3.082784,0.054765,-0.185875,-2.267742,-2.439605,0
-0.730826,-2.000897,0.313603,1.187677,3.07045,-0.932132,1
1.076435,-1.383887,-1.410458,-1.472581,-1.614642,-0.606515,0
1.469553,-0.320273,-0.048861,-0.801103,2.802185,0.506211,1
0.518296,-2.004373,-1.444728,-1.510933,-3.063101,-2.841297,0
0.299015,2.202622,1.765036,0.198147,0.742927,-0.140927,1
2.925622,1.534258,0.89826,1.937541,-0.027708,3.809975,1
2.463316,4.431305,1.858908,1.667014,-1.400498,2.412383,1
2.25078,-1.416722,0.06354,-2.37796,-1.639669,-0.175891,0
2.182068,0.562024,-1.555217,-0.146357,-2.884918,-0.235559,0
1.085007,0.949504,-0.503295,-0.433377,0.495897,-0.271835,0
-1.640917,0.146193,1.782589,1.625075,1.224169,-0.345547,1
1.446297,-0.562866,0.455438,3.031278,1.295281,3.322546,1
-0.42166,-1.262049,0.583432,1.036658,2.138847,0.456185,1
-0.171257,-1.282426,-1.792515,-4.41734,0.763513,-1.602937,0
1.728262,-0.288383,0.302166,0.943647,1.850036,1.438877,1
-0.908369,0.527508,-0.319443,3.115301,3.841989,0.321309,1
