@relation art05-weka.filters.unsupervised.attribute.NumericToNominal-R9

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute class {0,1}

@data
-1.619126,-2.159604,1.218958,1.518217,3.419084,1.000337,2.522761,1.379615,1
-2.102426,-1.431666,-3.993221,-2.923643,-1.045131,-2.628364,2.3621,-1.410566,0
-1.453679,-2.874026,0.392209,-1.227961,-1.285691,-0.776291,1.458523,-1.893616,0
0.65005,-1.338033,3.186174,2.601195,-0.938353,-0.229571,-0.419636,2.944024,1
-3.181714,-2.9169,0.52039,-3.80192,-1.085825,-2.846785,1.870671,-4.323142,0
-4.060522,-1.065447,-2.070274,-4.057367,-1.299545,-0.25733,-0.025291,-4.46536,0
1.76102,2.005358,3.052519,1.48614,-4.106215,3.685442,1.14586,2.288052,1
-2.524182,-0.673708,-0.031728,-2.517691,-2.790528,-1.441323,4.013535,-2.292899,0
-1.120722,-0.199787,-2.550601,0.080189,-3.989885,1.416296,3.202973,0.007418,0
0.828073,-1.489004,-0.361432,-0.247871,0.108724,-3.119774,-0.165832,-0.460436,0
-0.149263,-2.464185,2.93981,0.621961,0.807655,-1.268587,-0.901861,0.607423,1
-2.042311,1.175533,2.120438,-0.364038,-2.159821,0.296122,-2.300858,-1.10536,0
0.53902,-0.777518,-1.80711,-0.190783,-1.246636,-0.878762,-0.164309,-0.975492,0
-0.81868,-0.362651,2.050324,3.226706,-1.783735,2.511584,0.587762,0.57207,1
1.408161,-0.763792,-2.970231,-1.314453,-0.455984,-2.96619,0.095355,-2.000317,0
0.607117,1.576642,2.342627,2.316556,-4.179761,5.418999,1.788301,0.751432,1
3.865264,-2.750062,-1.245919,1.539568,-1.505703,-0.013039,-0.29578,1.045459,1
-0.461989,-0.446257,1.706782,0.518636,-1.055208,1.692271,1.276024,2.193046,1
-4.556056,-0.793434,-0.836588,-2.472644,-2.060726,-0.838457,2.363265,-0.443881,0
-1.356713,-2.802692,-1.486539,-2.949678,1.637651,-3.62221,-1.443326,-3.571308,0
0.438183,1.268249,2.534341,3.343949,-3.845879,4.134402,0.34687,0.315353,1
1.329861,1.013769,1.02891,2.614492,-2.392693,4.61848,2.405492,1.705941,1
-0.896391,-0.046368,-1.367071,-0.512658,-0.925079,-0.002267,-0.04778,-0.176094,0
-1.117673,0.901638,2.773482,0.554139,-3.125919,0.474841,2.151046,0.419185,0
0.931696,-2.959182,-1.033449,-2.324825,0.502172,-1.375302,1.829699,0.293505,1
2.010639,-2.321794,0.138996,2.694144,-1.347227,-0.672011,0.614263,2.735174,1
1.710846,-1.582734,1.044296,0.034168,-0.130701,-1.925431,0.145573,-1.896107,0
-2.944196,0.65917,0.534033,-1.375656,-2.725064,0.965484,0.118807,-1.645514,0
1.764387,-2.175084,1.447502,0.836054,0.26456,0.842287,1.321181,0.042007,1
-0.72484,0.204348,1.52581,1.013416,-0.315759,3.632898,1.510769,-0.060032,1
-0.693439,0.855186,0.396652,0.34902,-2.16823,0.402354,1.341436,0.280308,0
1.526489,-0.516311,4.197231,-0.448468,-1.324147,-0.94482,0.414158,0.304417,0
-4.682734,0.03275,-3.246819,-1.551785,-3.12109,2.394607,1.178741,-0.417795,0
3.580761,-1.495551,-1.00969,1.730364,-1.609808,-1.322291,0.087288,2.642947,1
1.261578,-1.278846,-0.418223,0.789719,0.192218,-0.389038,0.0609,-0.915132,0
1.695599,-0.680449,-2.120073,1.404431,-0.770309,0.013324,1.594457,1.571027,0
-0.326064,-0.997881,-1.57691,-2.16583,0.014121,-1.980934,-3.9471,-4.324235,0
-0.09233,0.996928,5.182455,1.337512,-4.550038,0.672474,4.837563,0.280704,0
2.441304,-2.007028,0.698207,5.59379,-1.032505,1.026166,1.080188,4.975307,1
-4.936224,-1.579264,-7.149761,-2.556426,-1.082483,3.219457,-0.900873,-1.996926,0
-2.925122,1.71929,2.386048,-0.26497,-4.872109,2.575002,1.806876,-1.103956,0
-5.370701,0.609604,-2.610323,-2.613072,-2.496075,1.641691,2.51782,-0.134397,0
1.979114,-1.390476,1.19659,-0.334127,-1.552734,-0.834282,-0.428882,1.089677,1
0.768677,-0.4957,3.657924,3.229042,-1.470182,2.742556,-0.599987,0.663072,1
-0.447951,-1.624822,1.55038,4.633997,1.246644,3.455961,2.664266,2.0936,1
-0.637751,-2.274066,0.277482,1.736762,0.264521,-0.022857,-0.728612,-1.599387,1
0.191215,0.559651,-0.499566,0.036036,-2.494201,0.09604,1.434262,-0.288255,0
0.76284,-0.537666,3.168576,2.020554,-1.35548,0.853728,0.16926,-1.462265,1
-1.871103,-2.33621,-2.585699,-2.198084,2.496035,-3.237469,-0.595156,-0.486913,0
3.216679,-2.101123,-1.82298,1.843726,-1.96507,0.213248,0.102796,3.184727,1
-1.29412,0.045435,0.919558,-0.101675,-3.486445,1.736482,2.326823,-1.435987,0
-1.102667,-2.804398,-2.330493,-1.387452,0.115928,-2.038555,3.011322,-0.440219,0
1.547327,-0.349556,-1.032198,2.842372,-1.66,3.148548,1.815573,0.929593,1
2.66239,0.353002,2.294955,2.19811,-3.653254,0.584527,2.705906,0.242353,0
-0.858324,-0.22779,-0.490151,0.200059,-0.371068,-0.35349,0.339636,1.129959,0
0.797659,-2.309659,0.630886,1.366136,0.26328,1.221443,1.34337,1.202186,1
0.053541,1.129164,1.228669,4.008601,-3.148094,5.623357,1.329881,1.643378,1
0.524462,-1.485588,1.611626,-1.576674,0.615009,-1.329283,1.008103,1.732189,1
-4.109464,-2.497921,-3.53285,-3.852467,0.60239,-2.913507,0.045604,-1.958157,0
1.058092,0.022355,2.300368,-0.95261,-0.952254,0.436142,1.785233,0.452607,1
0.067301,-2.036313,0.760901,0.343929,1.413661,0.891149,1.507341,-0.142493,1
0.341505,-0.220018,1.577948,0.687639,-3.108959,3.523545,1.337612,-1.881725,1
1.494624,-1.241988,1.260108,1.378595,-0.955268,2.227959,2.429031,0.578791,1
0.030971,0.760768,0.120181,0.941702,-1.283027,1.387643,-0.375497,0.64242,0
-1.187592,-1.69481,4.176768,1.931452,0.994941,0.458493,1.405912,2.015517,1
-1.677027,-0.529349,2.596846,-0.390675,-2.589115,-0.425017,1.230605,-1.224939,0
1.539494,-1.061051,-2.455631,-0.454142,3.120282,-4.882871,-2.315195,1.05606,0
-1.856342,-1.96209,-2.162048,-0.299525,-0.928148,0.692679,1.212123,-0.111699,0
