@relation art38-weka.filters.unsupervised.attribute.NumericToNominal-R7

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute class {0,1,2}

@data
-0.514058,-0.2719,0.532006,1.581438,0.105635,1.251067,2
-2.812095,-0.31412,-2.409846,-0.108633,-2.093894,0.165507,0
-2.113538,-1.976986,-1.561607,-0.539319,-1.637614,0.9858,0
0.073509,3.852692,0.122313,2.950195,-0.207118,0.595964,2
-1.680989,1.524199,-1.901291,-0.244954,0.720577,1.302137,1
1.118241,-1.837011,0.129966,-0.042177,-1.777212,-0.131985,2
-3.187377,0.788661,-0.59914,0.557488,0.63384,-0.308697,1
2.004534,2.077667,0.952104,0.475701,-3.167599,0.193682,2
-1.047192,-1.768575,0.383963,1.266064,-2.437989,-0.751488,2
1.695074,0.063616,0.282629,1.135306,-0.568531,0.457515,2
-0.989998,0.839576,-3.833544,-0.617876,-3.208165,-0.961654,0
-0.356137,-0.702167,-2.343164,-0.396787,-0.277246,-1.85634,1
-0.66966,2.724206,-1.898012,1.773802,0.354797,-0.908512,1
-2.158657,0.813922,-1.234328,-0.298253,0.892133,0.501275,0
-1.690457,3.182622,-0.468721,3.393779,1.475933,-0.957822,1
-2.225003,-0.9106,-2.065936,-0.886072,-0.894484,0.646577,0
-0.694391,1.840491,-2.735076,1.104946,-0.119939,-0.645621,1
-0.521788,-1.897251,0.109171,-2.262236,0.416952,1.871068,0
0.2166,0.123054,-0.936417,-0.101367,-2.344739,0.364888,0
-0.589962,-0.737678,2.761256,-1.02777,-2.388156,0.648354,2
0.827906,0.92418,-1.257299,2.084314,0.750945,-3.264883,1
0.9045,3.030258,-2.496223,3.113522,-0.443431,-3.488596,1
-1.392872,0.134663,0.312232,0.112589,2.179786,1.433008,0
0.675079,-0.673892,1.477439,0.080548,-2.167953,-0.606234,2
0.859538,-1.195957,2.703903,0.529224,-0.545996,3.228734,2
-0.617713,-0.296016,-0.105362,-1.353339,1.182459,1.461542,0
0.001252,1.219436,-2.1888,0.665455,0.001049,-1.607516,1
-0.541373,1.557431,-2.448235,4.011678,1.117677,1.814888,2
-2.82438,0.898269,-2.151885,-0.468352,-1.662907,0.279692,0
0.204337,-1.615128,0.46325,-1.421375,0.565464,1.901215,0
0.991666,1.023276,-1.130355,-0.045347,0.554137,-2.257675,1
0.573644,0.80463,-0.962126,-0.377595,-1.01728,0.29551,0
-2.619193,-0.619778,-3.168405,-1.037759,-2.651554,-0.027987,0
-2.584221,-1.317723,-0.973478,-1.265983,1.326176,1.116939,1
0.712945,0.008179,-0.516794,-1.309402,-1.75931,0.836007,0
-1.332355,0.488994,-1.280826,-0.375232,0.77537,-0.056978,1
1.028544,1.256923,1.646009,0.330662,-2.233306,0.947844,2
3.399554,1.926913,1.371939,0.978766,-0.770718,1.741192,2
2.084314,0.811795,2.885481,-1.580104,-1.805957,-0.43421,2
2.045859,0.999668,0.19222,-0.289678,-0.516507,0.815709,0
-1.451368,1.8416,-0.591264,0.719654,0.88177,-0.722515,1
-2.343335,0.667292,-0.343897,0.951806,1.721795,0.25611,1
0.07122,-1.488094,0.157754,-2.144082,-0.367371,1.727456,0
0.509113,0.34806,-0.6724,0.947758,0.627378,-3.420333,1
1.906445,1.066034,1.202329,-0.428741,-2.915904,0.369831,2
-1.30976,1.124217,0.657973,-0.357224,1.406877,-1.039697,1
