@relation art01-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1}

@data
-0.032813,1.223086,-0.392625,0.186117,-0.292156,-1.623857,-0.535918,0
2.053576,-2.562934,3.542466,1.101946,0.939776,-0.573502,1.290212,0
1.634984,-2.493991,2.145596,3.504324,-0.488151,-2.044164,2.322817,0
2.077436,-0.824291,0.83554,-0.347363,-2.238914,-0.690897,1.218268,1
1.852211,-3.890445,2.847063,1.755532,1.177279,-0.15456,1.485802,0
1.606304,0.51653,0.691432,-0.851682,-1.415447,-0.266475,0.622331,1
0.347935,-0.117025,1.251753,-0.620917,-1.55312,3.112474,-0.928774,1
3.588868,1.959048,5.675817,1.240903,0.382464,1.08134,1.385736,1
0.66701,1.770582,-3.401377,0.560948,3.430134,-0.826151,0.862061,0
-0.026874,-0.071368,-0.258993,2.738747,-0.330725,-1.349714,2.741713,0
0.564019,1.540333,2.341892,-5.386814,0.552904,0.368977,-1.398407,1
1.886866,0.605989,-1.207855,1.498366,1.607146,-1.36166,1.597725,0
1.568565,-2.509871,1.949043,1.150533,3.515784,-0.78859,3.070717,0
0.177205,-1.378957,0.553101,-0.424026,1.684276,-1.670238,-2.517408,1
0.776542,-1.293933,0.05993,0.320973,3.602484,-0.590763,1.205577,0
3.131831,-2.517604,3.198706,-3.221914,0.263201,2.153402,1.436489,1
2.115187,-2.696661,1.430857,1.881967,3.108474,-0.473548,3.221946,0
1.444024,4.027609,-1.15534,-1.185727,0.40172,-2.215729,-1.810398,1
3.348996,-2.543084,-1.181413,-0.752416,-0.685047,-1.738238,3.952966,1
2.44895,1.163288,-3.584812,-0.94678,3.845422,0.621019,-0.362298,0
2.622755,-3.308599,3.050277,0.239068,1.698276,-0.161432,0.34273,0
0.383791,-0.660512,-1.155736,0.873064,2.640157,0.428876,-0.512416,0
1.28751,-4.12469,2.63857,-3.837027,0.838566,2.153681,-2.041141,1
2.800067,-0.904651,0.319551,3.111324,1.915539,-2.154994,3.20703,0
-1.028695,-3.070739,3.979427,1.828233,-0.236424,-2.20569,0.885515,0
1.267264,-1.86096,1.87223,-0.261361,-1.556671,1.031563,-1.229039,1
2.920626,-3.900013,2.379455,-0.633536,-1.070519,1.144031,0.582326,1
1.890748,2.572874,1.762068,-0.426152,-1.404711,0.001706,-0.093885,1
-0.529857,-2.657886,-1.878401,2.710425,-1.908383,1.42468,-2.233517,1
2.815969,-2.304536,2.09464,1.287931,2.250694,-1.623818,2.925579,0
1.041302,0.757113,-0.036951,-0.630745,0.011376,0.225665,-0.33694,0
0.346538,0.575866,1.548897,-1.672467,0.027903,1.996257,-1.890798,1
1.13519,-0.743768,-1.90953,-1.518976,4.431465,1.604641,-0.414741,0
1.834197,0.1462,-0.463617,1.943383,2.173132,-1.756729,1.562814,0
0.422554,-0.190514,0.272801,-1.667997,-0.646417,1.470971,-2.031516,1
2.568254,-1.830586,1.49854,1.818903,1.330056,-0.926385,2.247097,0
3.774186,-3.231038,-2.465225,-1.88146,-1.640392,-3.927041,3.097216,1
