@relation art-12-weka.filters.unsupervised.attribute.NumericToNominal-R12

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-3.997179,-0.903278,-0.148644,1.91115,-1.185703,3.314276,-1.23604,4.014506,2.344558,-0.739833,2.598646,5
1.358568,2.02479,4.228292,-2.741729,3.094955,2.733251,-5.282058,3.293852,0.973597,-2.317872,-0.250686,8
1.664176,-1.717395,0.57765,-0.319745,1.975002,-2.285994,0.669562,0.071473,4.088088,-1.480869,-3.191786,7
1.880693,0.010625,4.472562,1.575,-3.749564,-0.509894,0.417682,-1.250417,-1.316332,-1.020487,2.503701,2
2.540639,-2.467515,-0.485574,0.418663,0.940485,-1.193683,0.694418,1.080715,0.034746,0.244863,-1.979071,7
-1.87467,0.553333,0.033616,3.116727,1.072274,-1.136258,3.480409,2.862775,3.223244,4.914001,1.211334,4
-2.53939,-0.437191,-0.528104,3.160649,1.664961,0.893303,4.091848,1.463808,-3.464513,-1.169746,0.540479,5
0.757615,1.565325,2.005436,-0.925947,3.276702,-1.896978,-1.747827,4.868322,2.207408,-6.804562,1.36943,3
-1.476128,-1.050209,-2.617378,-2.482004,0.801276,0.28124,0.478498,1.444892,0.68453,-1.048908,-0.322553,6
2.331478,0.221168,1.144946,2.191402,0.106012,-0.680354,-3.884149,0.268786,2.290878,-2.305858,-2.058476,3
-0.595828,-4.000485,0.224771,2.018835,-0.076457,-1.646724,-0.885131,4.634466,-2.436208,0.467387,-0.297687,4
-0.887981,2.180612,-3.291162,1.667849,3.196739,-3.523037,1.857547,-0.838411,-3.319636,-3.398093,-0.04909,1
0.930162,0.914731,-2.34203,1.435176,2.344233,-1.063346,-2.982348,-2.605266,-3.276034,0.87243,2.227544,6
-0.175609,-2.716831,1.170911,-0.836405,-1.414903,-0.744793,2.044,-1.828553,2.791921,-0.612102,-0.794774,9
-0.612345,-1.324518,-0.430318,-0.494806,2.287189,1.872477,-2.673812,0.428249,1.380574,1.816729,0.048851,4
-0.237209,-2.0748,-3.272993,-1.926541,2.265826,-1.333092,1.700651,0.273908,0.122633,1.663544,2.439319,5
1.135195,0.654657,4.572023,2.552399,0.815349,1.923906,2.532378,-4.283953,-2.177352,-1.554817,-1.453965,2
-1.219941,0.726271,-1.979163,0.044467,0.916035,0.425183,0.041909,0.340147,4.93152,-3.835432,-2.734097,0
2.211794,-1.402326,1.999888,-0.424538,3.806331,1.714996,0.321819,0.299439,2.337724,-2.090919,1.189933,1
-2.823113,6.946678,-0.494823,-2.52793,4.553646,0.767222,-0.513657,-4.878182,1.24379,-0.151042,-0.943612,0
1.335357,0.223173,-3.641913,-0.641194,0.170865,0.375409,1.674449,0.98048,-2.295293,-0.711464,0.116848,7
-0.544044,-2.13365,0.693013,-1.358931,0.370432,0.697611,-0.477666,2.467438,1.036925,-0.97175,-2.181284,1
-1.264823,1.858898,-1.052182,-2.463129,2.686001,1.286708,1.260137,-2.745937,1.197956,-1.183461,0.014673,2
-0.60453,-0.637387,-0.58437,-2.600016,0.774901,-0.677608,1.969242,-1.220193,2.86588,-0.949989,0.061987,7
-0.358141,-0.311784,-2.320094,-0.694714,-1.425995,4.401889,-3.172,-0.799622,3.821659,1.370647,-5.320415,0
0.081121,-1.163602,-1.122869,-1.40768,-3.252677,1.074505,-0.80827,-1.075821,-0.72712,-1.984357,-0.621111,9
1.105942,-2.480724,-0.792073,-1.036604,4.294245,-2.431663,3.99555,0.889265,-1.074936,0.684031,-0.145366,5
1.824139,-0.084121,3.453657,0.459016,-0.079454,1.963113,-0.145143,-2.719664,-0.764365,-0.670355,-0.70781,2
-0.503151,-3.731325,1.201117,-2.547583,2.282871,-0.132087,1.455797,0.833264,-1.191365,-3.794521,-0.082431,5
-2.098469,-1.54452,4.945703,-0.831446,-0.743521,-3.210568,2.306276,0.14465,-1.952908,1.786997,2.614404,9
0.272676,-0.516158,1.026188,-1.572768,-0.550676,-2.731109,1.630907,2.731839,0.645781,-2.970008,1.310937,9
-2.177816,-0.608784,4.356373,-2.060756,-0.467233,1.769913,4.786169,-5.977557,-1.664711,-3.622155,-1.568785,2
-1.175217,-4.348905,-4.49563,5.348868,0.368082,-1.284375,-5.73188,-1.506483,4.972993,0.702173,0.434449,3
0.467229,-0.864906,-1.702354,-0.392271,-1.227724,-0.103846,-1.370429,-1.743775,1.973611,0.220068,0.088898,7
-1.790048,1.026861,1.877857,-3.141916,2.966885,0.010559,2.15584,0.140455,0.180829,-3.32173,0.619576,9
-0.279242,2.594453,1.001583,-0.363203,0.1212,-1.363238,0.759046,-0.66003,-0.621021,-3.416086,3.271357,0
-1.416295,-0.212819,1.321869,-0.091421,-1.017276,-0.763914,1.746001,0.698594,3.752563,-1.103421,1.229546,9
-0.611872,0.001931,-2.260844,0.371032,-1.411785,2.144807,-1.196585,0.185782,-0.154943,-1.100828,2.155938,6
2.441634,-2.162884,-0.574785,1.215849,-0.744454,-0.72544,1.009159,-0.80511,-2.362052,-3.495758,1.157467,2
-0.838317,-1.409261,-0.461956,-1.757892,-1.55006,-0.385701,1.024159,-4.273405,-0.488589,-0.207644,3.07041,8
1.111286,0.990532,0.592881,-2.727552,-1.677952,-0.467426,-1.446297,1.24294,-0.537169,0.72265,-2.528109,6
-1.970144,1.369713,-1.654562,-1.737287,1.992794,-0.391571,-0.913578,-0.951769,0.356481,-3.518326,0.36803,8
0.255124,0.352087,-0.358804,-1.106369,2.562408,-0.402499,-1.058766,0.214436,0.991936,2.365557,0.474497,5
-1.36559,3.157556,-4.437687,-0.691806,-1.680248,1.926718,0.669776,-0.832879,-0.116273,-3.77945,3.465385,7
-0.759578,3.439518,0.445202,-1.030678,0.888846,-1.424786,-1.750051,-1.597316,-1.763547,0.84472,1.777037,6
-0.307583,-0.052771,-2.404971,-0.821291,-1.328883,-1.860774,1.709077,0.524281,-2.293961,-2.565446,0.243575,1
-0.239444,-0.48237,-1.322633,1.69736,-0.402877,0.596981,-3.289938,-0.81241,1.374271,-1.41437,-3.069206,3
0.736904,-3.742811,2.196159,-1.656424,-0.638239,-1.695289,2.754766,-0.6846,1.41184,0.672513,1.591581,9
-1.73928,-2.173638,-0.549689,0.312693,2.259359,-0.769372,-6.132991,3.227425,-3.478684,-2.707318,0.945675,4
-1.434663,-2.44328,-2.39707,0.964968,-3.839699,2.532938,-0.14317,1.191974,-1.623233,-3.870813,3.313911,5
-1.995673,-1.153012,1.692212,0.035632,-0.804583,-2.007087,1.257447,1.109574,-0.621618,-1.812465,1.119742,1
-3.15978,0.222279,-0.162343,1.01784,-1.44966,-2.960657,5.132514,1.131394,-4.074132,1.570891,-1.993998,1
-3.503849,0.889489,-1.547759,-2.614669,-0.763828,0.662509,-5.582301,-2.712258,0.170588,-0.092641,-0.037606,0
-0.422804,-0.377044,-1.241107,3.120757,1.540192,2.919702,-2.339504,-3.994353,1.83213,-2.475881,-0.822001,8
-2.602493,1.687968,-1.440397,-0.323344,3.339467,2.309656,-3.542127,-0.267131,0.482489,-2.676405,1.884763,8
0.359796,-4.161378,-0.580189,-1.18434,-2.81394,4.195755,-0.044589,-0.678247,2.13191,2.969238,1.125842,8
2.940424,1.297974,1.040793,-1.038407,1.962913,-0.575428,0.904189,-0.196379,1.158341,-2.865743,-0.890161,3
3.320801,-3.054357,0.546192,-1.043535,2.219183,-3.59547,2.168515,4.39343,-2.663848,3.737095,-6.770469,7
0.706731,-1.024594,-2.265437,-0.208164,0.25276,-0.846745,-2.226552,0.079252,-0.542345,0.767124,-0.74514,6
-0.576169,-1.623331,1.974519,-2.47197,2.099094,-1.884768,-3.385897,-0.127769,-2.788012,-0.935669,2.514492,1
1.125558,-1.950726,-2.743346,-1.639565,-3.167061,-0.422057,-0.352579,3.405288,0.972724,-3.365816,1.418628,9
-0.963259,-3.24492,2.916979,3.560776,2.719967,-2.501075,1.79206,1.323059,1.334719,-2.138268,-2.973667,1
-1.959601,0.901166,1.129918,-1.804725,2.616029,0.868608,1.846971,-0.920313,-2.502021,1.041703,-1.99165,2
2.763297,2.996711,0.546126,-0.858029,-0.034554,-0.183615,1.37002,0.277219,-0.609041,2.980629,0.230869,0
0.77921,-0.536021,-2.756128,-0.152565,-2.180038,-2.265961,-0.066592,2.209482,-0.033127,1.845852,0.228944,6
1.073947,0.826382,2.431001,-5.362278,-0.422775,2.679581,1.312391,-3.152446,-1.134878,-2.397694,6.049484,2
-4.420994,-0.919586,5.626769,0.33747,-2.926499,0.258556,-0.653468,5.323514,1.365333,-4.092915,-0.123211,1
0.08802,-3.413707,0.106499,-0.468382,-2.551827,-2.443415,0.537043,2.615747,0.666922,0.955097,1.521063,9
0.765374,2.475862,1.258033,-3.862568,1.778216,-0.384451,0.787123,-6.129746,-0.702485,-1.535924,2.916083,2
-2.033345,-0.135812,-1.790599,-1.014774,-1.283562,-3.209073,0.18221,1.015599,-1.155756,-3.952667,-0.293568,1
-2.296831,-0.40922,-0.908824,0.48308,-1.297087,-0.222856,-0.357919,0.532802,2.690996,2.073813,-0.996598,4
0.019565,-2.55844,-0.432006,-0.881941,1.320571,1.308508,-1.919002,1.738713,-0.821903,1.889856,2.344368,7
-2.674139,0.449633,-1.714292,2.636206,0.490484,2.566378,1.259391,2.63427,0.905829,0.368698,0.667399,5
-2.200191,-1.685607,0.121498,-0.927389,-2.231203,0.768403,-0.757904,-0.032522,-0.118374,-1.085183,-0.33815,9
-0.455697,0.795644,-1.428693,0.611285,1.223383,-0.408692,2.158142,-0.402727,0.285896,-2.437081,-0.928458,2
2.855072,-0.08408,1.991306,-1.06225,3.319638,-3.705875,3.18184,1.809371,0.219469,2.583967,2.362,9
-4.357325,2.829326,-0.555025,1.501362,-1.813749,1.351854,-1.83051,5.976943,2.012354,-1.466645,1.445677,5
2.891049,-3.451057,-1.135142,2.864019,-0.378781,-2.112625,2.507573,1.956435,0.107473,-5.520813,1.063503,0
3.563735,-0.778447,3.858722,3.053109,-0.677426,3.240925,2.397857,-3.16808,-1.724276,-3.555853,2.414931,2
4.03564,0.52036,-0.865084,1.952677,1.393262,-1.945055,-0.63804,1.831561,3.187211,-2.330086,-3.284233,7
1.968541,-0.350151,-3.528645,2.832551,1.2939,0.270342,1.159634,-1.830598,-0.094457,-0.801414,-2.964105,3
-1.813638,-1.662193,-1.791304,-0.389625,1.982842,-1.047303,-3.819242,0.801391,2.868074,-2.489049,1.939728,3
-4.894767,1.771276,-1.072501,3.006443,-1.380649,-0.514332,1.339056,-0.477212,4.748413,2.36953,-0.711354,4
-1.264485,-0.022081,-1.168666,-0.594078,1.494274,3.660923,-0.485095,-1.283627,2.983614,-1.686105,-3.918916,0
-3.875314,1.692106,-4.498334,-0.139865,1.734629,-0.674186,-2.084455,-3.225705,1.519617,-0.445433,-0.374816,0
1.93221,0.405811,1.053643,-3.88695,-2.80509,-1.456076,-1.96135,3.334123,-1.8826,2.370392,0.800249,6
-0.200019,2.127507,1.97349,-0.377259,-0.116733,4.502205,-1.653453,-1.341864,2.77447,1.612319,-1.598165,0
-1.41553,-1.285167,2.234961,-0.897524,-2.407145,0.062802,-1.212122,2.785586,-0.555982,-3.188534,0.524585,1
2.493656,-0.90811,-1.00761,-0.188611,1.190691,-3.326781,-0.36287,0.181321,2.088297,1.447562,-3.83871,7
1.950978,-4.618757,-1.923863,-2.206146,3.631703,-1.650047,2.452665,0.202403,2.774573,2.143267,0.673551,5
0.286055,0.674407,-1.979479,-0.776884,1.771364,1.886232,-4.370987,-1.853971,1.77478,-1.993871,0.644848,3
0.441075,-4.493024,-1.479892,-1.410364,1.953146,-2.710658,2.92968,1.671765,0.983015,1.510178,-1.261311,5
5.073925,-1.492137,3.8109,-5.153781,4.664227,-1.538174,1.807334,-1.077888,4.336654,1.577807,4.185151,3
0.503678,-1.857274,-2.694565,-1.316359,0.077638,0.163274,-0.353551,1.222613,-0.751886,-0.498261,1.363533,6
-0.783591,3.245487,1.408108,0.426091,1.878924,1.495152,-1.130188,0.187674,-4.025022,2.844852,1.741513,9
-4.271888,1.303766,-2.128854,1.748348,-0.713302,1.514855,-0.013016,-0.237815,1.941454,0.240266,0.988364,4
0.96496,-1.514333,-0.292237,2.376636,0.113728,-0.556428,-2.10922,2.676732,4.665477,-1.638481,-3.271097,3
-1.289652,-3.724631,-0.041717,-1.858818,-3.091041,-1.284846,1.216768,0.374494,3.38704,-3.070176,-0.703938,9
1.228198,0.81883,1.20625,-2.28992,1.811496,-2.817807,0.461879,2.141906,-1.88675,0.321055,1.023717,9
-0.575631,1.009027,-2.152886,-2.397602,1.266661,-0.68357,1.503601,1.831363,0.790847,-0.479371,0.225575,6
-0.816576,-1.682525,0.643629,0.209199,-3.95444,-0.548413,-3.14871,0.472875,1.918428,0.104879,-2.726251,4
-1.542913,-0.382765,0.29024,2.364827,1.207325,-1.286088,0.041054,2.125354,-1.338862,-2.808992,-3.119944,1
3.275881,2.278407,0.922491,-3.070356,-2.196223,-0.076767,-2.507267,3.256425,-0.758492,2.136385,-1.424082,6
2.179243,-4.194475,0.216957,-1.408076,0.221382,-0.709714,2.133862,-1.464379,3.081056,-0.862982,0.179325,7
-0.248385,-0.296028,-2.237688,-0.828608,-1.309112,-1.991021,-0.159483,1.669881,1.081181,0.443901,-0.512894,6
0.217954,-2.76866,-0.475401,-2.785185,-1.947633,-2.104503,-1.737105,2.876269,2.0084,-0.726465,0.053852,9
0.16951,-2.017547,-1.755553,-1.395754,-1.483477,-0.023279,-1.563868,0.912073,-3.309294,-0.572799,5.293704,6
-1.089032,0.500608,-1.504957,-2.307854,2.291305,0.344585,-1.044476,-0.367514,-0.158844,-2.719486,1.299257,8
0.631862,1.168448,-0.166454,2.269719,5.988912,0.136745,-0.157634,0.270186,-0.752001,-2.789106,0.584578,1
-0.737177,1.729663,-2.397037,-0.344627,0.441754,-1.600848,1.200986,-0.43167,0.334299,-2.809968,0.692446,0
1.001261,0.596016,-2.264322,-1.761783,-3.526749,2.062496,1.165078,3.947379,1.154764,0.175285,-2.14859,6
-0.547323,-0.599617,-1.13306,-1.957389,-0.691614,-1.091852,-1.689562,2.281358,0.29883,0.350018,-1.694683,7
2.482654,1.828557,1.026823,-1.423738,-0.044698,-1.007933,-0.242174,-2.774739,0.150817,-1.207557,4.598441,2
-3.425921,3.876178,0.589546,0.76791,1.803088,5.664716,-2.787203,2.113678,4.658139,-3.93642,5.481545,5
-2.123014,3.875546,0.671096,-0.353867,2.584305,-0.467981,0.756799,3.154859,-2.329899,-0.062538,1.852115,5
-1.661929,-2.021139,-2.006058,-3.218079,2.413734,-0.261387,2.104625,-0.758206,-1.725719,-2.491412,1.492798,5
-0.954313,1.452336,-4.246106,-0.265264,1.18253,0.488183,-0.699167,-4.866723,-1.52974,2.072629,-1.753768,0
-1.153073,-0.11066,-2.154287,-0.553701,4.755225,1.847022,-2.390182,2.54972,-0.276633,-1.675136,1.434584,8
3.305225,4.156871,-1.915481,1.051902,-0.015286,-1.192976,1.083917,0.522515,-0.203047,0.066663,-0.52415,6
-1.395964,-1.469289,1.778713,3.606482,-4.044198,-2.158817,-0.825925,1.662409,2.872791,1.974659,-2.505242,4
1.384708,1.7764,0.352981,0.521437,2.086552,0.371123,0.13223,2.341331,1.709224,0.205394,-0.839747,5
3.14186,-0.853492,-1.022251,-3.237571,-0.644316,-1.076329,-0.215769,-0.990332,-4.620099,-0.456936,1.464443,8
-4.043824,-1.56667,-0.643451,-0.427906,-1.832692,-0.905837,-1.341049,0.391221,2.636017,1.108583,-3.082809,4
-3.410945,-2.060844,0.15098,-0.513365,-0.397619,2.470311,1.840762,2.204857,-0.497279,-6.692072,-3.328343,5
-3.541715,-1.14725,0.592402,0.703642,-3.419699,-2.735001,-0.594304,2.087613,-1.389441,-2.3991,-1.158567,4
-2.917406,-0.654486,-0.984957,4.129343,-1.217812,-1.739239,2.825676,8.060395,3.064003,-0.973661,-2.341956,5
-1.70921,2.55727,0.795471,-3.344363,-0.574806,0.22081,0.476945,-0.177881,-0.157655,-2.437624,-1.487596,6
-0.597139,1.426305,-0.278761,0.284451,0.052991,3.480737,-2.01582,-0.170493,4.345453,0.323212,-2.478153,0
-0.055879,-1.579828,2.461878,1.460327,-3.416283,-0.401832,-1.832991,-0.464618,1.831556,0.238842,-2.970088,4
0.328713,0.35622,-2.527495,1.226806,0.35711,4.135345,-1.517772,-1.194799,1.517451,-1.30875,6.212426,5
0.163197,-0.519632,-2.057221,-0.761274,2.100573,-1.479113,-1.331935,-1.464526,-0.461878,-1.807304,0.192863,1
-1.671772,4.895133,-0.152316,-0.354221,-0.853002,1.60968,-1.733208,-6.450189,0.39078,1.103174,0.440705,0
-0.406005,-2.996662,0.54169,-0.27147,-1.313833,-1.638399,3.855484,2.851453,1.050145,-2.414149,3.161598,9
