@relation art16-weka.filters.unsupervised.attribute.NumericToNominal-R8

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute class {0,1,2}

@data
0.633416,0.908626,0.495686,-0.261938,0.386942,0.448662,-1.778168,0
-1.35993,0.940494,1.114834,1.422629,2.081958,-0.519467,-1.375844,1
-2.351192,2.086448,0.493747,2.15879,0.712413,0.025975,-2.390871,1
0.486237,-1.770958,2.545055,1.627268,-0.373206,2.598781,0.375152,2
-3.088956,3.777155,-0.542762,-0.68227,0.354078,2.814596,-1.704537,1
3.396788,0.642586,1.935948,0.814956,0.005977,-3.349812,1.632427,2
0.710718,-0.380505,0.482835,0.656194,1.483076,-0.669926,0.68258,0
-0.834459,0.958675,0.163773,1.429864,0.645369,-0.376361,-1.005205,0
-2.795057,4.122543,-1.471445,2.08093,-0.19145,-0.150673,-0.477704,1
1.253947,1.383356,-3.222555,0.981996,-0.806994,-1.534755,-1.04341,1
-0.476027,-0.936716,1.71386,1.656538,2.845768,-2.645104,1.558012,0
2.38709,-2.112105,-1.652266,0.047552,1.749412,-3.57975,0.190968,1
-1.92544,1.088018,-0.242733,2.981455,0.825002,-1.384668,-2.300829,1
-0.978479,-3.543628,1.411433,6.081092,-2.698702,3.946305,-0.205074,2
-0.786269,-0.615794,0.720173,2.38345,-2.238171,0.128264,-1.390329,2
2.647133,-0.168132,-1.305043,-1.343439,-0.633338,1.552421,2.081569,2
-1.344641,-1.899904,-0.3993,0.489374,1.150857,-1.625344,1.571404,0
1.966656,-3.438958,1.855406,4.181133,1.379061,2.933289,1.909063,2
-1.036345,-0.260573,-1.118083,-1.335268,0.765348,0.198359,-2.065208,1
-3.039521,0.038944,-0.973371,0.370872,0.949006,-1.969042,-0.651597,1
-3.050179,1.606277,1.011938,2.036484,4.056955,0.063389,-0.388493,1
2.062415,2.921385,-2.406767,2.669462,0.645847,-1.40558,0.281965,1
0.128931,0.950618,0.904827,3.066037,1.162874,-0.949942,-2.699966,1
0.235638,2.413418,0.63648,3.23582,1.635162,-3.156662,-0.662377,0
0.477579,0.270318,1.118032,0.322362,-2.222269,-0.66949,-0.287882,2
1.761711,2.337883,-0.723084,-2.985679,-2.097228,-0.591896,-0.170156,2
0.779362,-0.842045,2.053815,2.394932,-0.283146,-0.53596,-0.53833,2
0.202194,2.113943,0.811312,3.069685,1.332547,-1.605477,-0.709544,0
4.239796,1.449186,4.674283,0.597074,0.983438,0.478389,-3.100633,0
1.908222,1.458156,-0.220058,-0.599944,-1.123772,0.880647,-2.762944,0
3.975915,1.29617,-0.904179,-2.540618,-0.88848,1.464753,4.078062,2
-0.593509,1.463282,-2.37326,1.45153,1.370219,-2.085049,0.777187,1
0.988075,-2.614829,1.824343,4.003543,-0.846983,0.402558,1.623183,2
1.247149,1.909027,4.539453,2.283502,1.06246,-2.594954,-3.651582,0
0.121481,-3.689598,-0.142492,4.787857,-0.831821,2.388119,1.308822,2
-2.271806,2.242851,0.813726,2.815943,2.273853,0.357931,-1.796023,1
0.26212,-1.746372,1.534341,1.764686,-0.968625,3.699662,0.42338,2
2.81387,2.656092,1.20957,-4.892079,-0.376241,-0.434281,0.912275,2
1.277602,-0.242455,1.85153,1.428012,-1.067513,-1.400548,-0.116118,2
2.448911,1.679895,-2.83772,-3.692629,-2.09161,0.336182,1.780187,2
-1.709218,0.813667,-1.283904,0.976095,1.085178,-1.728385,-0.421034,1
-1.479952,-1.190634,0.494057,-0.330468,1.812548,-0.722925,-2.186738,1
3.391374,3.638221,0.434058,0.669961,0.919945,-1.723731,-2.366756,0
1.26945,1.538345,-0.222249,0.263219,0.36149,0.247671,-1.383505,0
1.995331,-2.15066,1.321949,0.545836,0.718664,1.19281,2.956154,2
1.122088,-4.398898,1.999386,2.309541,1.391556,3.807766,2.834384,2
-3.915508,-0.012817,0.450978,0.749175,1.123182,-1.231531,-1.879853,1
0.05938,-2.197317,-0.083822,2.174931,-0.799339,1.229193,1.444938,2
-0.134951,-1.064206,0.665229,-0.30555,0.740726,0.142234,-0.784046,2
-0.486523,-0.783782,0.136053,-0.934812,-1.018387,2.461972,-0.590123,2
-0.665478,-0.196973,-1.038879,1.539067,2.146073,-3.156494,0.633459,1
0.075379,0.195557,2.535116,2.242335,0.451614,-3.024956,-1.655717,0
-1.726475,0.798737,-3.334082,-3.770588,-2.102975,0.66255,-1.511136,1
2.472501,3.071353,3.349032,0.95937,2.352623,-2.862986,-2.884338,0
-2.032352,1.580442,-0.657095,3.431357,1.991307,-6.03653,0.523786,0
1.226892,-1.622108,2.533978,4.389119,-1.489306,0.051994,0.85289,2
-3.338361,1.976945,1.011175,2.025857,1.17885,0.212755,-2.287202,1
-0.968051,-0.217877,-0.511218,0.862295,0.607389,-1.624321,-1.856878,1
