@relation art10-weka.filters.unsupervised.attribute.NumericToNominal-R9

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute class {0,1}

@data
-3.857183,-0.165696,-0.320035,-0.168854,1.09151,0.641247,-1.065664,0.811897,1
-2.143303,0.095724,-0.40286,1.167385,0.493685,1.366013,-2.898762,0.761612,1
-0.685971,-2.548428,3.813014,0.432552,0.481328,-3.617242,-1.934199,1.540848,1
-0.147157,-4.408271,-1.132301,1.95543,-3.348066,-1.708443,-2.301919,-0.53346,0
1.463404,-1.28314,-0.515745,2.075998,-1.88019,0.914373,-5.990017,2.382079,1
-1.571538,-4.181646,-0.285127,-0.573634,-2.577221,-3.869118,-0.282351,-2.722968,0
1.575594,0.412143,-0.328609,3.399993,0.72258,-0.766651,0.872614,1.914249,0
-0.575209,0.003158,-1.087994,2.62466,-0.89833,-0.441462,-1.042138,2.235849,1
-0.995376,1.12426,0.173718,2.155594,-1.516311,1.681758,-1.704036,1.832452,0
1.372739,-2.983588,3.508008,-0.324847,2.183696,-0.545908,-1.643732,-0.381274,1
-3.970704,0.130201,-0.372415,0.771286,0.837963,-0.585865,1.086557,1.540833,1
-5.50937,0.618926,-0.905957,0.506183,-2.463168,0.877714,-4.543895,1.615423,1
0.311822,-0.125971,0.022026,2.349149,-0.412636,0.912162,-1.137145,0.088649,1
0.188831,-2.639073,-3.037307,0.33387,-1.19108,-1.886055,-0.235371,-0.926372,0
0.966041,-1.379759,1.395221,1.616085,0.959745,-0.452905,-2.603372,0.205703,1
0.393915,-5.163572,-1.889603,0.419591,-0.664921,-3.649089,1.425862,-2.714454,0
-5.270133,-2.177044,3.702955,-2.413893,0.145392,-2.882318,-2.232861,0.936013,1
-3.786923,-0.459031,2.320827,-0.316771,0.670213,-0.24328,-3.966204,-0.771377,1
1.563282,-1.557942,-1.054867,2.146766,-0.007217,0.046085,-0.508215,1.92103,0
0.398531,0.779976,-2.545352,1.293626,-2.86554,-1.658706,-2.825547,1.499456,0
-1.588686,-0.951639,0.087952,0.628172,2.024491,-1.337487,1.462219,1.581515,1
-3.575164,-2.829169,4.136868,-3.54801,4.8302,-0.846317,0.156743,-1.363097,1
1.075483,1.183404,-0.958864,1.615521,-1.159025,-0.438787,-2.172444,3.245087,0
-0.381678,-1.033627,2.313167,0.792215,1.077855,-0.68098,-3.20798,-0.900841,1
-2.123618,0.602755,-1.661897,1.081319,2.168678,1.455735,0.455682,-0.045207,1
2.403044,-1.655924,-4.468394,0.801445,-0.538093,-1.782512,0.783354,-1.898941,0
-0.037425,-1.16563,1.306164,-0.343797,3.493658,0.110712,0.985108,-0.810308,1
-0.076384,2.243965,-2.045175,6.702116,-3.413228,-1.89671,-1.362031,2.357555,1
0.254867,-0.446764,-1.20768,0.380287,-0.542146,-1.09981,-0.051006,0.068587,0
0.825592,-1.507648,0.533176,1.320813,0.575749,-0.400682,-2.170107,1.64087,1
-0.239031,-1.634574,-2.273801,-2.71771,-2.040275,-1.835187,-1.389358,-1.544767,0
0.129635,-3.341353,-1.538061,-0.878376,-0.134558,-3.632121,1.068926,-1.388164,0
-1.501657,-0.915078,1.312628,0.411433,2.987056,-1.440122,2.975339,0.115474,1
-2.231773,0.664139,-1.056644,1.286052,2.496314,-0.575125,2.015538,0.760254,1
0.266108,0.018823,-3.158514,3.247932,-0.820478,-1.627138,0.439441,0.101223,0
0.916916,-2.859957,3.328186,1.146679,0.56711,-3.984075,-1.825959,2.379538,1
-0.000102,-1.07374,1.436467,0.476578,-1.574583,3.204404,-3.055337,2.466596,0
1.255839,-1.47097,-2.443807,-0.770611,-3.34223,-2.794429,-2.253393,-1.542775,0
-0.996072,-2.928385,-2.577169,1.58654,-0.426842,-3.403607,1.452302,-1.309038,0
2.964926,-1.3606,-1.80947,2.550224,-0.877252,-2.173878,-0.997011,1.76241,0
1.762765,-1.5924,-2.565107,0.532442,0.388173,-0.656711,0.700896,-0.312156,0
-1.644991,-0.764045,0.882995,-0.323858,1.703717,2.089827,0.458609,-1.175934,1
