@relation art34-weka.filters.unsupervised.attribute.NumericToNominal-R11

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3}

@data
-3.416952,3.303882,1.193182,0.413715,0.151698,-0.747405,0.219595,1.097233,0.534724,-4.07061,0
2.864798,-1.151237,0.396284,-1.171063,1.199011,2.496315,-1.958397,-0.650822,-0.125784,1.592979,0
-2.464629,0.226391,2.652807,1.442464,-4.125948,-2.649314,-3.137229,-1.26485,0.05381,-2.519588,3
-1.277958,-2.708046,1.13833,-0.338577,-3.22894,0.942718,-0.17957,-0.7246,-1.317405,-1.27185,3
0.637308,1.882588,-1.173087,1.324722,2.265419,2.001879,2.459292,-0.577582,-0.185511,0.879983,1
1.760017,0.94157,0.077644,2.302266,0.702351,2.62258,1.39744,2.214224,2.085443,1.197888,2
-1.282982,4.389402,1.36857,2.586494,4.089907,0.532295,-2.166945,2.268628,0.947482,-0.350726,2
-0.578068,1.233871,-3.972672,-0.826301,-1.41002,0.065473,1.167769,-0.189622,0.050076,0.272555,3
0.94226,-0.466207,-2.183174,4.506293,3.892603,2.726776,-1.670616,-1.193479,-3.431793,-1.018146,1
-1.328537,0.718226,1.597227,0.088817,-2.584856,2.072081,-2.738032,3.278614,2.43329,-4.04857,1
2.592753,2.730281,2.302032,-0.709656,1.960896,3.177622,1.017334,4.078165,1.757001,3.883553,2
-1.079576,2.992589,0.312489,-0.575014,0.230509,-0.049108,0.168124,2.430441,-0.047063,1.128054,1
-0.844339,0.238825,0.98768,-3.619909,1.969349,1.215746,0.680253,-1.303002,4.071621,1.955872,0
0.228512,-4.871236,0.623953,-2.601973,5.153556,3.315954,-2.854027,-0.597396,0.323683,-0.320477,0
2.814281,-1.007808,-0.000824,-0.22097,-0.341019,2.635699,-2.897152,0.750366,0.039129,-1.074515,0
-2.743786,1.083576,0.052911,0.55485,-3.03597,0.634295,-0.603754,2.055238,3.399638,-2.65514,1
-3.756316,-1.853396,2.210547,2.885877,-3.561118,-1.058455,0.046466,-0.384071,0.460482,3.713112,3
-1.712099,0.068073,-1.835081,0.370449,-0.695164,1.131326,-0.385783,1.775466,2.865243,-1.638633,1
-3.969723,-0.781908,-1.46848,1.566736,0.699183,2.079809,-2.656216,-0.940792,2.773916,-1.337208,1
-5.157263,1.90673,2.199224,-3.099488,0.636244,-1.265455,-0.893732,-1.802827,0.395575,3.424976,3
3.287834,2.188944,0.147978,1.211464,-0.05088,0.055972,-0.161634,0.111416,2.565151,0.976019,2
-0.65825,-1.919627,-2.079804,-0.043991,-0.257342,-0.284844,2.259695,-0.270043,2.915834,4.111254,2
-3.612324,1.344617,-1.963078,-1.020013,-0.72404,-0.288054,4.066121,0.899909,-2.447653,0.079171,3
-1.571309,0.188572,1.008648,-0.241226,0.164807,-1.778964,-3.404681,-2.067531,-1.114326,0.625928,2
