"observed","predNN","predPCR","predPLS","predRidge","predLars","predSVMR","predMars","predKNN"
0.61,0.678234985665575,0.64168970571551,0.687864889514568,0.683339372801299,0.68340292168523,0.579518038782173,0.690050272175185,0.6365
0.52,0.55486327704997,0.641689989234371,0.580771256969865,0.577928252132953,0.577948420177928,0.539432099946303,0.576169161405018,0.547
0.69,0.735897661103646,0.641690013155905,0.715786132928324,0.712265107712202,0.712646279151643,0.731562595081191,0.690050272175185,0.668
0.62,0.664548509103477,0.641689727042749,0.677075062957731,0.674179155190534,0.675430925609998,0.642612339629361,0.690050272175185,0.6295
0.44,0.42592079312767,0.641689906587093,0.467948532017226,0.469218277661938,0.470160037604492,0.441778415849308,0.45405315086473,0.4345
0.65,0.732156079228671,0.64169021249488,0.697167048747563,0.692128078664286,0.691978220659151,0.666865484788279,0.690050272175185,0.6665
0.73,0.744342232367533,0.641689902431999,0.706266503266236,0.700421402045837,0.700373255533244,0.734731983385756,0.690050272175185,0.659
0.67,0.719953023767982,0.641689622131307,0.721073441715301,0.715787929798922,0.715293330645099,0.700673403116018,0.690050272175185,0.687
0.63,0.723996271811735,0.641690053546858,0.7183708737265,0.712231519977583,0.711055072336118,0.689816549940693,0.690050272175185,0.668
0.43,0.400465483645369,0.641688947620334,0.459679693749434,0.46347346365994,0.461519353430972,0.434532937278557,0.456168810339125,0.446
0.69,0.688102520431802,0.641688832248879,0.6852521852204,0.682526584630981,0.679472296529824,0.721835548258739,0.691064269391445,0.644
0.68,0.655928605605171,0.641688754564049,0.648875449635735,0.647030646057633,0.644567421477005,0.704078185083441,0.691064269391445,0.6475
0.76,0.741209385651601,0.64168869667823,0.696690465574055,0.694150470439009,0.691043095909172,0.786987740289814,0.691064269391445,0.6945
0.743333333,0.623985219893982,0.641689040914362,0.633102360500108,0.632441155566304,0.630847165824164,0.705949469879961,0.71901289497629,0.671995
0.75,0.739829866166537,0.644162346557079,0.562312215571308,0.566950082604802,0.573908594455117,0.777013627722619,0.698045536144433,0.605
0.74,0.775508420938951,0.644162084365457,0.658616021559174,0.663200985662382,0.671391099887187,0.738819382218283,0.812006482350281,0.6685
0.49,0.51711862137932,0.644162263909801,0.449489490618669,0.458240108133787,0.466120211881682,0.502247993311003,0.575843917158295,0.464
0.79,0.792649297935899,0.644162070853516,0.63868524650497,0.64179729053148,0.649168279927715,0.724899479009325,0.812006482350281,0.659
0.82,0.843053142521157,0.644162259754707,0.687807461867679,0.689443232517686,0.696333429810434,0.640165657383726,0.812006482350281,0.6565
0.74,0.746934961748771,0.644162199290201,0.596710649409778,0.601173657635279,0.608763926807551,0.67180907717497,0.730000772254895,0.6065
0.79,0.826986367065955,0.644161966818338,0.708487841554584,0.710242127684239,0.716966382313613,0.743494679514595,0.812006482350281,0.689
0.76,0.813898474833944,0.644162410869566,0.699911832327942,0.701253350449432,0.707015246613307,0.784857386282195,0.812006482350281,0.73
0.48,0.509727839006135,0.644162178733681,0.434865062749804,0.444463540325469,0.452055263866822,0.537264419301996,0.560329852129019,0.4505
0.83,0.846854762797007,0.644162012967697,0.68650026244329,0.688917114912855,0.695643954359882,0.738314772457117,0.812006482350281,0.6905
0.83,0.836217646025838,0.644161987199377,0.691218829388582,0.691394054206671,0.697630617953036,0.738774388657766,0.812006482350281,0.679
0.75,0.79621716008216,0.644162057624939,0.637638361658489,0.641998432881931,0.64936597305599,0.688466096804516,0.812006482350281,0.666
0.76,0.810955608240977,0.644161303251725,0.686782456521608,0.689700870373154,0.690729165346021,0.706925809250811,0.841236046204926,0.651
0.49,0.517845339232448,0.644161572315197,0.475933730595435,0.485058290055163,0.487297835819946,0.464607413817726,0.60585537125806,0.4735
0.74,0.842417897914864,0.644161878222984,0.705152247325772,0.70796809105751,0.709116018874604,0.729816042306319,0.841236046204926,0.701
0.75,0.816479079518013,0.644161456943743,0.701506222066401,0.704111411026204,0.705250778918797,0.71164137173461,0.841236046204926,0.6885
0.8,0.802548438421902,0.644161379258912,0.665129486481736,0.668615472452855,0.670345903865979,0.739252549969769,0.841236046204926,0.6755
0.79,0.758320262457655,0.644161507695598,0.623154889386544,0.627991839556655,0.629941550745815,0.697463320007438,0.759501841734133,0.631
0.81,0.841957327028915,0.644161275223734,0.73493208153135,0.737060309605615,0.738144006251878,0.727885044988535,0.841236046204926,0.7235
0.5,0.514222754635781,0.644161414918634,0.476680876646736,0.485406195451794,0.486986275648739,0.489056738682818,0.60604650398692,0.4545
0.5,0.507280345502729,0.644161487139077,0.46130930272657,0.471281722246844,0.473232887805086,0.458847868650059,0.590392670407094,0.4585
0.84,0.869429049491244,0.644161321373093,0.712944502420056,0.715735296834231,0.716821578298146,0.717440929970101,0.841236046204926,0.6835
0.84,0.859117636420387,0.644161295604773,0.717663069365348,0.718212236128046,0.718808241891301,0.760039944052436,0.841236046204926,0.7155
0.676666667,0.750532836954669,0.644161502455772,0.660515141697681,0.665757618278542,0.667012526181357,0.683569201516773,0.828413030135843,0.6396700001
0.87,0.841473666633332,0.644161611019676,0.712138991927949,0.71598979443587,0.714654484037935,0.886807435608614,0.838773915852965,0.7405
0.86,0.838939965797702,0.644161452071653,0.733342816906885,0.736093235749168,0.733731335714902,0.863748072046618,0.838773915852965,0.7405
0.86,0.874204396656979,0.644161054169784,0.719931247022233,0.723757000212591,0.722360043461477,0.768521758520176,0.838773915852965,0.685
0.823333333,0.765081581947201,0.64416142111412,0.6518192689318,0.655615695051662,0.654870363034368,0.69970264704264,0.860114861788267,0.63236
0.56,0.554234589096863,0.641689396673348,0.577593168621773,0.584728605910644,0.591189452013326,0.586527889880192,0.53483267356277,0.5665
0.64,0.635996078863547,0.641689044962598,0.675619169595308,0.680661211757621,0.686832398965966,0.665590086094205,0.648949341494418,0.6865
0.63,0.636064279625049,0.641689134481726,0.67389697460964,0.680979508968225,0.688671957445396,0.702819978581418,0.648949341494418,0.649
0.56,0.554952646280256,0.64168924940647,0.611991602460244,0.618952180941122,0.62604478436576,0.581761143106278,0.566831574846971,0.6045
0.66,0.687927574181483,0.641689029570284,0.71789535336721,0.722588283576613,0.728534362480497,0.727616749905808,0.648949341494418,0.733
0.493333333,0.603206757361131,0.641689423288123,0.628420448408049,0.630855251065299,0.636077270780951,0.739002707056247,0.570664284906843,0.62637
0.78,0.733306987506073,0.641689283987207,0.683950571877605,0.680773585061996,0.677504077401831,0.710172976963243,0.638184870105169,0.709
0.56,0.58756694054411,0.64168891345982,0.601953213938377,0.600797333561141,0.598329609273043,0.54055205459701,0.556839171394685,0.613
0.71,0.728871665421364,0.641688693623633,0.707856964845343,0.704433436196632,0.700819187387779,0.681919886797779,0.638184870105169,0.716
0.69,0.627647488591857,0.641688350047236,0.6923620273269,0.695809502726125,0.69285437455282,0.829641889173398,0.735317625994943,0.6055683334
0.66,0.684100225922413,0.642922561040193,0.623572469873506,0.631637698369653,0.633185732092043,0.571426334018971,0.659355868481397,0.5645
0.84,0.82650961292207,0.642922584961727,0.758587345831965,0.765974553948903,0.767883591065758,0.802649470321225,0.772998492988423,0.682
0.62,0.654958130605367,0.642922240704018,0.628932065241632,0.636989230304886,0.638255554797254,0.633392798144804,0.657285360945654,0.623
0.84,0.847187720398951,0.642922474237821,0.749067716169877,0.754130848282538,0.755610567447359,0.96229540723544,0.772998492988423,0.7255
0.7,0.697912394143245,0.642922413773315,0.657970903711976,0.665861273400131,0.668041064444477,0.51507311755519,0.691221845548445,0.6435
0.45,0.484717994637579,0.642922320996351,0.511496890972168,0.52327562929527,0.525085789347401,0.466486674196354,0.537686821454329,0.455
0.83,0.828883595151461,0.64292220168249,0.75247908369078,0.756081669971522,0.756907755589962,0.785288582145077,0.772998492988423,0.7075
0.76,0.778936194675009,0.642922272108053,0.698898615960687,0.706686048646782,0.708643110692916,0.584980941197224,0.772998492988423,0.6555
0.9,0.780372580917685,0.644161348849178,0.684132506025924,0.687568011573837,0.689577119863513,0.826908112610225,0.858956352956838,0.682
0.49,0.514163223554081,0.644161549720761,0.464216148528582,0.473446916434476,0.476334235782776,0.519376713357885,0.623649762387387,0.445
0.84,0.844830127355514,0.644161545565668,0.702534119777592,0.704650040818375,0.706547453711528,0.79373419593539,0.858956352956838,0.7105
0.83,0.752694444731645,0.644161485101162,0.611437307319691,0.616380465935968,0.618977950708646,0.755216184596587,0.777247873740053,0.629
0.84,0.822643536968802,0.644161252629298,0.723214499464497,0.725448935984928,0.727180406214708,0.823115532043572,0.858956352956838,0.726
0.48,0.505755211606347,0.644161464544641,0.449591720659717,0.459670348626158,0.462269287767917,0.52783354397313,0.608191928310493,0.4305
0.77,0.794657258277829,0.6441613434359,0.652365019568402,0.65720524118262,0.659579996957085,0.781784472412646,0.858956352956838,0.655
0.68,0.699920906138342,0.641688788508323,0.696883864018116,0.697713832208385,0.697823073589314,0.719533391374672,0.734345627614338,0.6915
0.52,0.569124954638261,0.641688819882898,0.604217458412707,0.60713275829664,0.607249949341885,0.560434588104093,0.618632495571569,0.5915
0.66,0.712710832635316,0.64168894220034,0.711607629562909,0.712124372861434,0.71234468716209,0.715323919301856,0.734345627614338,0.668
0.67,0.685140473485984,0.641688864515509,0.675230893978244,0.676628434288086,0.677439812109271,0.671028877806625,0.734345627614338,0.6305
0.78,0.76874259049067,0.641689053416701,0.724353109340953,0.724274376274292,0.72460496199199,0.851610422878881,0.734345627614338,0.6955
0.43,0.428369119995258,0.641688900175231,0.486782284143244,0.493419157287024,0.494080183892032,0.442584831234382,0.498148742630673,0.4465
0.76,0.738646758590405,0.641688773116009,0.739160047790018,0.739640904027377,0.739525037103845,0.754603215043914,0.734345627614338,0.7225
0.75,0.736986190429232,0.641689204531559,0.736457479801216,0.736084494206038,0.735286778794864,0.737830876597722,0.734345627614338,0.683
0.64,0.694876954719,0.641688851286933,0.674184009131763,0.676829576638537,0.677637505237547,0.674104027620255,0.734345627614338,0.6355
0.8,0.797287434275833,0.644162595090018,0.580948330312453,0.581106877061188,0.583219535635054,0.712803096427796,0.702684605757167,0.577
0.88,0.88619246328989,0.644162818350527,0.697344122090151,0.695306703592521,0.697249336116277,0.750965880126266,0.81640216617195,0.684
0.81,0.834892276071392,0.644162397071286,0.69369809683078,0.691450023561214,0.69338409616047,0.71431581746843,0.81640216617195,0.6665
0.49,0.583005481430615,0.64416242726662,0.453501177490949,0.458620334781855,0.461366205046759,0.551550486877007,0.565263040400924,0.447
0.91,0.901626863468306,0.644162594749958,0.719042449909029,0.716630083498038,0.717502559807684,0.784251318900936,0.81640216617195,0.6955
0.77,0.782081935953184,0.644162552453336,0.648792739444133,0.648821249599338,0.652618559230873,0.685180537943877,0.839656148451123,0.63668666675
0.92,0.82155394168552,0.644162596632551,0.686064386557628,0.685124482623149,0.688927832832492,0.664584338588591,0.84172809621462,0.6585
0.95,0.86571171487873,0.644162879834385,0.698214473765175,0.697489985032863,0.701533337249058,0.695132021093536,0.84172809621462,0.688
0.89,0.820215185519111,0.644162458555143,0.694568448505804,0.693633305001556,0.697668097293251,0.667927133443071,0.84172809621462,0.654
0.95,0.885287927679375,0.644162569771504,0.707313928283847,0.705783308414414,0.709928372123151,0.714185671926464,0.84172809621462,0.6775
0.93,0.7873991996625,0.644162509306998,0.616217115825947,0.617513733532008,0.622358869120269,0.660802800868977,0.760019245811327,0.6185
0.95,0.872667495944,0.644162297216173,0.71072529580475,0.707734130103399,0.711225560265754,0.717852706014344,0.84172809621462,0.6775
0.68,0.667292570264805,0.641688981031886,0.682267358333797,0.685377120850976,0.689714706673105,0.640634502148551,0.705313653724657,0.635
0.57,0.570656251831783,0.641689264550748,0.575173725789094,0.57996600018263,0.584260205165803,0.56905879167763,0.59148489193901,0.529
0.66,0.652804932247939,0.641688988847185,0.651546756722756,0.654813208109308,0.6595198906384,0.643815544136548,0.705313653724657,0.593
0.82,0.734848042179662,0.641689177748376,0.700668972085465,0.702459150095514,0.706685040521119,0.709359711731362,0.705313653724657,0.6735
0.78,0.733161553369456,0.641688930961365,0.699361772661077,0.701933032490684,0.705995565070568,0.723559824455585,0.705313653724657,0.686
0.76,0.726565970175643,0.641688905193046,0.704080339606368,0.704409971784499,0.707982228663722,0.720631167625914,0.705313653724657,0.6575
0.62,0.691734068903374,0.642922803330651,0.666923632666464,0.670992519633505,0.674534277933636,0.602900387194838,0.662707139690429,0.655
0.45,0.403355024960822,0.642923072394123,0.45607490674029,0.466349939315514,0.471102948407561,0.414059329481675,0.426575034540786,0.455
0.58,0.721760345864268,0.642922957022669,0.681647398211257,0.685403060286555,0.689055891506412,0.704317251469253,0.662707139690429,0.6775
0.7,0.764812011505158,0.64292306823903,0.6943928779893,0.697553063699413,0.701316166336312,0.652377540060743,0.662707139690429,0.6885
0.65,0.736359732862344,0.64292277530266,0.715073257676205,0.718351958865966,0.721949118839492,0.650630671178753,0.662707139690429,0.694
0.7,0.744171152484219,0.642922787938337,0.709199816438365,0.712919591452497,0.716236241448167,0.651896533770354,0.662707139690429,0.7275
0.69,0.772830388185547,0.642923154701341,0.706991751289506,0.710583120223378,0.713174355153626,0.704839768934721,0.662707139690429,0.7155
0.57,0.7040722698245,0.642922866109262,0.644223777780111,0.650108264063657,0.654348709581869,0.609250799403614,0.662707139690429,0.6585
0.47,0.520094613197278,0.641688320226306,0.594042708596151,0.596273268678641,0.592815042380094,0.538458427998226,0.570242933836564,0.564
0.62,0.669035300172771,0.641688442543747,0.701432879746353,0.701264883243435,0.697909780200298,0.739134018284763,0.685956065879332,0.682
0.74,0.724702174369928,0.641688553760108,0.714178359524397,0.713414886656293,0.710170055030199,0.816189895648048,0.685956065879332,0.7125
0.43,0.399300623790435,0.641688400518639,0.476607534326688,0.482559667669025,0.479645276930241,0.429747020619368,0.450605469296209,0.446
0.79,0.715820137691156,0.64168864022242,0.726777232824602,0.726444943180258,0.722028243847512,0.791929139791035,0.685956065879332,0.7085
0.67,0.653460519684153,0.641688351630341,0.664009259315207,0.665970087020538,0.663202598275756,0.668923012004425,0.685956065879332,0.614
0.62,0.671542806562284,0.641689043836003,0.670549730493881,0.66873160434987,0.666822161280576,0.67943677533116,0.674940764225701,0.649
0.76,0.726840204936826,0.64168893892456,0.714548109251451,0.710340378958258,0.706684566315677,0.740764494047903,0.674940764225701,0.6915
0.8,0.742074225571159,0.641689305687564,0.712340044102591,0.70800390772914,0.703622680021136,0.791304578673175,0.674940764225701,0.698571428571429
0.69,0.740414372383193,0.6416893861834,0.737850970270863,0.740260939198173,0.743002774441169,0.695655649577138,0.712540122244217,0.66
0.64,0.692959966808371,0.641689302320541,0.707081798882557,0.707758407740543,0.709729211532111,0.659190472452455,0.712540122244217,0.644
0.52,0.550212723123882,0.641689041925691,0.60819568968053,0.611275615554157,0.613374738172665,0.543975598566498,0.596826990201448,0.59
0.67,0.748047487908974,0.641689028672483,0.727024141184387,0.727891115926978,0.730040275372219,0.717087306393502,0.712540122244217,0.6595
0.68,0.745956159503068,0.641689361921805,0.740930213908981,0.741447290055774,0.742587939640084,0.782433045163384,0.712540122244217,0.724
0.65,0.740761678696742,0.641689002904163,0.731742708129679,0.730368055220793,0.732026938965374,0.737173968799494,0.712540122244217,0.69
0.87,0.784063849653644,0.644161380988421,0.690041565140468,0.693557844398325,0.694417453581337,0.685000246572437,0.837618002275104,0.66
0.83,0.787733313388093,0.644161604565958,0.687193637165917,0.689981047851598,0.690387248138693,0.636837759479024,0.837618002275104,0.6655
0.82,0.779079637657591,0.644161402315661,0.679251738583631,0.68439762678756,0.686445457506106,0.63051949021326,0.837618002275104,0.653
0.49,0.534655358842631,0.644161581860004,0.470125207643126,0.479436749258964,0.4811745695006,0.477427602845941,0.602017480202494,0.4625
0.9,0.764383633986096,0.644161517240405,0.617346366434235,0.622370298760456,0.62381828442647,0.646705757730794,0.755807457510309,0.6075
0.87,0.819558401256505,0.644161284768542,0.729123558579041,0.731438768809416,0.732020739932532,0.701315115946996,0.837618002275104,0.713
0.48,0.53032964687668,0.644161424463441,0.470872353694427,0.479784654655595,0.480863009329394,0.484078494391174,0.602208791450602,0.4585
0.89,0.81931796309342,0.644161728819769,0.720547549352399,0.722449991574609,0.722069604232226,0.658106563627094,0.837618002275104,0.6895
0.5,0.589832151568605,0.64168922703281,0.569435663572569,0.567508150705942,0.562319336045013,0.598964384041787,0.601388500158687,0.6085
0.82,0.749461352927896,0.641689250954344,0.704450539531028,0.701845006285191,0.697017195018728,0.84509234935259,0.715141805233676,0.749
0.44,0.543939082739671,0.641688906696636,0.574795258940694,0.572859682641174,0.567389158750224,0.561399866146064,0.599428673190908,0.5725
0.44,0.430756086052661,0.641689144385532,0.45661293861993,0.458798176234927,0.454530953471577,0.459873267960364,0.479409537119202,0.4515
0.81,0.704166175285218,0.641689029014078,0.682185430090896,0.677851297205968,0.672483896570429,0.818930496510644,0.715141805233676,0.68
0.5,0.594163622102308,0.641689079765932,0.603834097411039,0.601731725736419,0.597174668397447,0.605524002833738,0.633285512626895,0.6205
0.81,0.735517136184588,0.641688859929746,0.709737848318005,0.70536782837191,0.699664246512183,0.818768241454532,0.715141805233676,0.716
0.82,0.730556443037621,0.641689291345297,0.707035280329203,0.701811418550572,0.695425988203202,0.867662182853217,0.715141805233676,0.738
0.84,0.752352175175366,0.64168922669275,0.707529783169145,0.703031357142791,0.696602360217642,0.871571296700859,0.715141805233676,0.733
0.76,0.688699455714468,0.641688938100671,0.64476180965975,0.64255650098307,0.637776714645886,0.765113469320879,0.715141805233676,0.6675
0.793333333,0.615841626473506,0.641688678832154,0.665438134646755,0.664583805087183,0.658636814075783,0.711350392543096,0.632405069395717,0.66237833345
0.66,0.713909372261385,0.642922841476641,0.704703445073757,0.703582530618676,0.700069042753764,0.662895659414206,0.678970207286708,0.673
0.73,0.77000455324527,0.642923148917037,0.732624688487513,0.732508265529579,0.729312400220178,0.750552316154525,0.678970207286708,0.6785
0.51,0.590003973131547,0.642922804659328,0.60296940789718,0.603522941885562,0.599684363951674,0.577160270840034,0.56325707524394,0.5775
0.66,0.706632287256816,0.642922849291939,0.673982843462716,0.673018617877008,0.66987422671906,0.678689439890933,0.678970207286708,0.634
0.69,0.747224366785425,0.642922745256761,0.74378543851233,0.741463455029767,0.737672329104959,0.740647430136162,0.678970207286708,0.7055
0.44,0.462761144806987,0.642922884951661,0.485534233627716,0.489809340875946,0.48651459850182,0.440614663423457,0.44345308540119,0.449
0.76,0.779934668241061,0.64292279140612,0.721797859401036,0.720138442258384,0.716349901151227,0.694472653705673,0.678970207286708,0.638
0.78,0.774466792293451,0.642923124655442,0.73570393212563,0.73369461638718,0.728897565419092,0.770390734183867,0.678970207286708,0.697
0.64,0.71573854985694,0.642922836063363,0.672935958616235,0.673219760227459,0.670071919847336,0.653286867464157,0.678970207286708,0.642
0.57,0.558221743439561,0.641688978510604,0.579526303225029,0.583219942002312,0.583473472113767,0.601125323967733,0.5605079998976,0.592
0.42,0.395010950404722,0.641688810687206,0.452079150403525,0.460733399722979,0.461620141525472,0.373076860939802,0.422986983265771,0.438
0.62,0.652069194379638,0.641688689578465,0.65485244931221,0.658268292279441,0.65893085071464,0.679108495941812,0.67430785712228,0.6565
0.49,0.543838579283199,0.644161834535195,0.479253506358709,0.482335409752886,0.479712350268278,0.521045965078897,0.609822191954759,0.4365
0.8,0.728120882978346,0.644161719163741,0.704825997829675,0.701388530723928,0.697665293367129,0.716944199741034,0.84443867455292,0.632
0.78,0.759158400316198,0.64416164147891,0.66844926224501,0.665892592150579,0.662760418314311,0.776540249325375,0.84443867455292,0.648
0.49,0.534799951567428,0.644161677138632,0.48000065241001,0.482683315149517,0.479400790097071,0.513124097667083,0.610012704147677,0.467
0.8,0.785000255959103,0.64416155007941,0.732378416056784,0.72890506188987,0.724845643308884,0.782925755575033,0.84443867455292,0.6755
0.49,0.525695324455597,0.644161749359075,0.464629078489844,0.468558841944568,0.465647402253418,0.556672536560325,0.594409692666362,0.4235
0.83,0.804704432428816,0.644161583593092,0.71626427818333,0.713012416531955,0.709236092746478,0.758095786929222,0.84443867455292,0.651
0.71,0.72663389426364,0.644161817262749,0.65875408858951,0.656668615313665,0.653178750897556,0.739600699586143,0.84443867455292,0.6710066667
0.77,0.819913037281064,0.644162535488081,0.686064437045266,0.681563527598279,0.682322036301888,0.651349966646221,0.836136812840726,0.644
0.83,0.812697663545007,0.64416262098821,0.69172057101889,0.686495553429959,0.687032095320002,0.685929992785965,0.836136812840726,0.6035
0.89,0.884526307520118,0.644162732204571,0.704466050796934,0.698645556842817,0.699292370149903,0.764580839651706,0.836136812840726,0.623
0.85,0.846183491954981,0.644162439268201,0.725146430483839,0.71944445200937,0.719925322653083,0.749031479015968,0.836136812840726,0.6685
0.93,0.883345403918154,0.64416248541756,0.703158851372545,0.698119439237987,0.698602894699351,0.760709224105559,0.836136812840726,0.635
0.92,0.875125045582096,0.64416245964924,0.707877418317837,0.700596378531802,0.700589558292506,0.761117268952367,0.836136812840726,0.645
0.75,0.751545990255527,0.642923279389473,0.675462062432072,0.67299408678013,0.671686833388869,0.793497234856908,0.724514540359403,0.68
0.61,0.67850981236062,0.642923562908335,0.568368429887369,0.567582966111783,0.566232331881567,0.654803856856655,0.610635837887998,0.582
0.76,0.759398888077494,0.642923211197585,0.666394430860903,0.663515571958761,0.661875278834207,0.749292238920983,0.724514540359403,0.6915
0.45,0.463150689929176,0.642923480261057,0.45554570493473,0.458872991640769,0.458443949308131,0.495601849615232,0.488522409793869,0.441
0.71,0.751031117001883,0.642923287204772,0.644741460821031,0.642430174038462,0.641492017354164,0.710988926433305,0.724514540359403,0.638095238095238
0.69,0.685069087052411,0.642923415641457,0.602766863725839,0.601806541142261,0.601087664234001,0.69226137112341,0.642568012431842,0.594761904761905
0.45,0.45772020026646,0.642923322864493,0.456292850986031,0.4592208970374,0.458132389136925,0.582774936107286,0.488714039034097,0.469
0.8,0.795024984135001,0.642923195805271,0.708670614632805,0.705442643777752,0.703577242348738,0.789962835226336,0.724514540359403,0.687
