"nInstances","nClasses","AdaBoostM1","Bagging","DecisionStump","DecisionTable","IBk","J48","JRip","KStar","Logistic","LogitBoost","LWL","MultilayerPerceptron","NaiveBayes","OneR","PART","RandomCommittee","RandomForest","SimpleLogistic","SMO","Stacking","SVM","Vote","ZeroR","median1","mean1","sdt1","skewness1","median2","mean2","sdt2","skewness2","median3","mean3","sdt3","skewness3","median4","mean4","sdt4","skewness4","entro_Class","totalCorr","SAR"
4177,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.58
4177,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.59
4177,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.55
4177,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.59
4177,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.5
4177,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.6
4177,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.54
4177,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.5
4177,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.6
4177,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.61
4177,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.6
4177,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.771979916,0.339282798,0.000342918,0.22464522,0.436995302,0.045699346,0.000655768,0.827922499,0.553831047,0.001595785,0.675361917,0.003936408,0.155596277,0.360989049,0.011610714,0.293894732,2.493613143,8.784223088,0.58
4177,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.77189283,0.328354769,0.000192671,0.22464522,0.436995302,0.054677721,0.000410736,0.826153009,0.567531315,0.000419139,0.683024585,0.001739245,0.157506294,0.37824861,0.002632808,0.291769629,2.493613143,8.784223088,0.5808
452,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.62
452,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.62
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.65
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.61
452,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.65
452,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.65
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.58
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.61
452,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.61
452,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.64
452,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.68
452,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.7
452,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.62
452,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.69
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.61
452,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.67
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.64
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.61
452,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.7
452,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.69
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.7
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.62
452,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.773879483,0.37969556,0.006813571,0.705425221,0.139588812,0.043292581,0.011402747,0.849103139,0.557564478,0.027123953,0.661165249,0.05790253,0.14138776,0.388888889,0.202508629,0.303903351,1.651556431,6.379372653,0.6
100,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.8
100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.77
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.82
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.81
100,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.81
100,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.78
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.71
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.49
100,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.78
100,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.79
100,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.82
100,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.85
100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.83
100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.81
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.49
100,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.81
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.79
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.49
100,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.85
100,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.86
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.84
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.771810299,0.170418692,5.5e-05,0.667489588,0.972231735,0.059863112,0.000165586,0.825325726,0.761473772,0.000184627,0.684678617,0.000466212,0.157563669,0.452380952,0.0015591,0.295708432,0.688172179,4.856259537,0.77
100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.771811013,0.297124039,0.000207002,0.667489588,0.972231735,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,0.688172179,4.856259537,0.793333333
100,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.72
100,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.61
100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.73
100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.77
100,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.7
100,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.67
100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.54
100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.45
100,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.68
100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.65
100,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.66
100,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.74
100,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.62
100,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771811013,0.297124039,0.000207002,0.193089354,0.899545695,0.057295456,0.000468925,0.825322288,0.795458655,0.000809722,0.698945604,0.001937855,0.158009538,0.277777778,0.00505277,0.291044047,1.088579292,4.856259537,0.76
